County Name,State Id,WHD Office Name
Quebradillas,PR,Caribbean
Ponce,PR,Caribbean
Penuelas,PR,Caribbean
Patillas,PR,Caribbean
Orocovis,PR,Caribbean
Naranjito,PR,Caribbean
Naguabo,PR,Caribbean
Morovis,PR,Caribbean
Moca,PR,Caribbean
Mayaguez,PR,Caribbean
Maunabo,PR,Caribbean
Maricao,PR,Caribbean
Manati,PR,Caribbean
Luqillo,PR,Caribbean
Loiza,PR,Caribbean
Las Piedras,PR,Caribbean
Las Marias,PR,Caribbean
Lares,PR,Caribbean
Lajas,PR,Caribbean
Juncos,PR,Caribbean
Juana Diaz,PR,Caribbean
Jayuya,PR,Caribbean
Isabela,PR,Caribbean
Humacao,PR,Caribbean
Hormigueros,PR,Caribbean
Hatillo,PR,Caribbean
Gurabo,PR,Caribbean
Guaynabo,PR,Caribbean
Guayanilla,PR,Caribbean
Guayama,PR,Caribbean
Guanica,PR,Caribbean
Florida,PR,Caribbean
Fajardo,PR,Caribbean
Dorado,PR,Caribbean
Culebra,PR,Caribbean
Corozal,PR,Caribbean
Comerio,PR,Caribbean
Coamo,PR,Caribbean
Cidra,PR,Caribbean
Ciales,PR,Caribbean
Ceiba,PR,Caribbean
Cayey,PR,Caribbean
Catano,PR,Caribbean
Carolina,PR,Caribbean
Canovanas,PR,Caribbean
Camuy,PR,Caribbean
Caguas,PR,Caribbean
Cabo Rojo,PR,Caribbean
Bayamon,PR,Caribbean
Barranquitas,PR,Caribbean
Barceloneta,PR,Caribbean
Arroyo,PR,Caribbean
Arecibo,PR,Caribbean
Anasco,PR,Caribbean
Aibonito,PR,Caribbean
Aguas Buenas,PR,Caribbean
Aguadilla,PR,Caribbean
Aguada,PR,Caribbean
Adjuntas,PR,Caribbean
Worcester,MA,Boston MA
Suffolk,MA,Boston MA
Rota,MA,Boston MA
Plymouth,MA,Boston MA
Norfolk,MA,Boston MA
Nantucket,MA,Boston MA
Middlesex,MA,Boston MA
Hampshire,MA,Boston MA
Hampden,MA,Boston MA
Franklin,MA,Boston MA
Essex,MA,Boston MA
Dukes,MA,Boston MA
Bristol,MA,Boston MA
Berkshire,MA,Boston MA
Barnstable,MA,Boston MA
Yazoo,MS,Birmingham AL
Yalobusha,MS,Birmingham AL
Winston,MS,Birmingham AL
Wilkinson,MS,Birmingham AL
Webster,MS,Birmingham AL
Wayne,MS,Birmingham AL
Washington,MS,Birmingham AL
Warren,MS,Birmingham AL
Walthall,MS,Birmingham AL
Union,MS,Birmingham AL
Tunica,MS,Birmingham AL
Tishomingo,MS,Birmingham AL
Tippah,MS,Birmingham AL
Tate,MS,Birmingham AL
Tallahatchie,MS,Birmingham AL
Sunflower,MS,Birmingham AL
Stone,MS,Birmingham AL
Smith,MS,Birmingham AL
Simpson,MS,Birmingham AL
Sharkey,MS,Birmingham AL
Scott,MS,Birmingham AL
Rankin,MS,Birmingham AL
Quitman,MS,Birmingham AL
Prentiss,MS,Birmingham AL
Pontotoc,MS,Birmingham AL
Pike,MS,Birmingham AL
Perry,MS,Birmingham AL
Pearl River,MS,Birmingham AL
Panola,MS,Birmingham AL
Oktibbeha,MS,Birmingham AL
Noxubee,MS,Birmingham AL
Newton,MS,Birmingham AL
Neshoba,MS,Birmingham AL
Montgomery,MS,Birmingham AL
Monroe,MS,Birmingham AL
Marshall,MS,Birmingham AL
Marion,MS,Birmingham AL
Madison,MS,Birmingham AL
Lowndes,MS,Birmingham AL
Lincoln,MS,Birmingham AL
Leflore,MS,Birmingham AL
Lee,MS,Birmingham AL
Leake,MS,Birmingham AL
Lawrence,MS,Birmingham AL
Lauderdale,MS,Birmingham AL
Lamar,MS,Birmingham AL
Lafayette,MS,Birmingham AL
Kemper,MS,Birmingham AL
Jones,MS,Birmingham AL
Jefferson Davis,MS,Birmingham AL
Jefferson,MS,Birmingham AL
Jasper,MS,Birmingham AL
Jackson,MS,Birmingham AL
Itawamba,MS,Birmingham AL
Issaquena,MS,Birmingham AL
Humphreys,MS,Birmingham AL
Holmes,MS,Birmingham AL
Hinds,MS,Birmingham AL
Harrison,MS,Birmingham AL
Hancock,MS,Birmingham AL
Grenada,MS,Birmingham AL
Greene,MS,Birmingham AL
George,MS,Birmingham AL
Franklin,MS,Birmingham AL
Forrest,MS,Birmingham AL
De Soto,MS,Birmingham AL
Covington,MS,Birmingham AL
Copiah,MS,Birmingham AL
Coahoma,MS,Birmingham AL
Clay,MS,Birmingham AL
Clarke,MS,Birmingham AL
Claiborne,MS,Birmingham AL
Choctaw,MS,Birmingham AL
Chickasaw,MS,Birmingham AL
Carroll,MS,Birmingham AL
Calhoun,MS,Birmingham AL
Bolivar,MS,Birmingham AL
Benton,MS,Birmingham AL
Attala,MS,Birmingham AL
Amite,MS,Birmingham AL
Alcorn,MS,Birmingham AL
Adams,MS,Birmingham AL
Winston,AL,Birmingham AL
Wilcox,AL,Birmingham AL
Washington,AL,Birmingham AL
Walker,AL,Birmingham AL
Tuscaloosa,AL,Birmingham AL
Tallapoosa,AL,Birmingham AL
Talladega,AL,Birmingham AL
Sumter,AL,Birmingham AL
St Clair,AL,Birmingham AL
Shelby,AL,Birmingham AL
Russell,AL,Birmingham AL
Randolph,AL,Birmingham AL
Pike,AL,Birmingham AL
Pickens,AL,Birmingham AL
Perry,AL,Birmingham AL
Morgan,AL,Birmingham AL
Montgomery,AL,Birmingham AL
Monroe,AL,Birmingham AL
Mobile,AL,Birmingham AL
Marshall,AL,Birmingham AL
Marion,AL,Birmingham AL
Marengo,AL,Birmingham AL
Madison,AL,Birmingham AL
Macon,AL,Birmingham AL
Lowndes,AL,Birmingham AL
Limestone,AL,Birmingham AL
Lee,AL,Birmingham AL
Lawrence,AL,Birmingham AL
Lauderdale,AL,Birmingham AL
Lamar,AL,Birmingham AL
Jefferson,AL,Birmingham AL
Jackson,AL,Birmingham AL
Houston,AL,Birmingham AL
Henry,AL,Birmingham AL
Hale,AL,Birmingham AL
Greene,AL,Birmingham AL
Geneva,AL,Birmingham AL
Franklin,AL,Birmingham AL
Fayette,AL,Birmingham AL
Etowah,AL,Birmingham AL
Escambia,AL,Birmingham AL
Elmore,AL,Birmingham AL
De Kalb,AL,Birmingham AL
Dallas,AL,Birmingham AL
Dale,AL,Birmingham AL
Cullman,AL,Birmingham AL
Crenshaw,AL,Birmingham AL
Covington,AL,Birmingham AL
Coosa,AL,Birmingham AL
Conecuh,AL,Birmingham AL
Colbert,AL,Birmingham AL
Coffee,AL,Birmingham AL
Cleburne,AL,Birmingham AL
Clay,AL,Birmingham AL
Clarke,AL,Birmingham AL
Choctaw,AL,Birmingham AL
Chilton,AL,Birmingham AL
Cherokee,AL,Birmingham AL
Chambers,AL,Birmingham AL
Calhoun,AL,Birmingham AL
Butler,AL,Birmingham AL
Bullock,AL,Birmingham AL
Blount,AL,Birmingham AL
Bibb,AL,Birmingham AL
Barbour,AL,Birmingham AL
Baldwin,AL,Birmingham AL
Autauga,AL,Birmingham AL
Winchester,VA,Baltimore MD
Stafford,VA,Baltimore MD
Prince William,VA,Baltimore MD
Northampton,VA,Baltimore MD
Loudoun,VA,Baltimore MD
Frederick,VA,Baltimore MD
Fauquier,VA,Baltimore MD
Falls Church,VA,Baltimore MD
Fairfax City,VA,Baltimore MD
Fairfax,VA,Baltimore MD
Clarke,VA,Baltimore MD
Arlington,VA,Baltimore MD
Alexandria,VA,Baltimore MD
Accomack,VA,Baltimore MD
Worcester,MD,Baltimore MD
Wicomico,MD,Baltimore MD
Washington,MD,Baltimore MD
Talbot,MD,Baltimore MD
St Mary's,MD,Baltimore MD
Somerset,MD,Baltimore MD
Queen Anne's,MD,Baltimore MD
Prince George's,MD,Baltimore MD
Montgomery,MD,Baltimore MD
Kent,MD,Baltimore MD
Howard,MD,Baltimore MD
Harford,MD,Baltimore MD
Frederick,MD,Baltimore MD
Dorchester,MD,Baltimore MD
Charles,MD,Baltimore MD
Cecil,MD,Baltimore MD
Carroll,MD,Baltimore MD
Caroline,MD,Baltimore MD
Calvert,MD,Baltimore MD
Baltimore City,MD,Baltimore MD
Baltimore,MD,Baltimore MD
Anne Arundel,MD,Baltimore MD
District Of Columbia,DC,Baltimore MD
Williamson,TX,Austin TX
Travis,TX,Austin TX
Tom Green,TX,Austin TX
Sutton,TX,Austin TX
Sterling,TX,Austin TX
Schleicher,TX,Austin TX
San Saba,TX,Austin TX
Mitchell,TX,Austin TX
Mills,TX,Austin TX
Menard,TX,Austin TX
Mclennan,TX,Austin TX
Mcculloch,TX,Austin TX
Mason,TX,Austin TX
Llano,TX,Austin TX
Limestone,TX,Austin TX
Lampasas,TX,Austin TX
Kimble,TX,Austin TX
Irion,TX,Austin TX
Hays,TX,Austin TX
Hamilton,TX,Austin TX
Falls,TX,Austin TX
Crockett,TX,Austin TX
Coryell,TX,Austin TX
Concho,TX,Austin TX
Coke,TX,Austin TX
Caldwell,TX,Austin TX
Burnet,TX,Austin TX
Bosque,TX,Austin TX
Blanco,TX,Austin TX
Bell,TX,Austin TX
Bastrop,TX,Austin TX
Worth,GA,Atlanta GA
Wilkinson,GA,Atlanta GA
Wilkes,GA,Atlanta GA
Wilcox,GA,Atlanta GA
Whitfield,GA,Atlanta GA
White,GA,Atlanta GA
Wheeler,GA,Atlanta GA
Webster,GA,Atlanta GA
Wayne,GA,Atlanta GA
Washington,GA,Atlanta GA
Warren,GA,Atlanta GA
Ware,GA,Atlanta GA
Walton,GA,Atlanta GA
Walker,GA,Atlanta GA
Upson,GA,Atlanta GA
Union,GA,Atlanta GA
Twiggs,GA,Atlanta GA
Turner,GA,Atlanta GA
Troup,GA,Atlanta GA
Treutlen,GA,Atlanta GA
Towns,GA,Atlanta GA
Toombs,GA,Atlanta GA
Tift,GA,Atlanta GA
Thomas,GA,Atlanta GA
Terrell,GA,Atlanta GA
Telfair,GA,Atlanta GA
Taylor,GA,Atlanta GA
Tattnall,GA,Atlanta GA
Taliaferro,GA,Atlanta GA
Talbot,GA,Atlanta GA
Sumter,GA,Atlanta GA
Stewart,GA,Atlanta GA
Stephens,GA,Atlanta GA
Spalding,GA,Atlanta GA
Seminole,GA,Atlanta GA
Screven,GA,Atlanta GA
Schley,GA,Atlanta GA
Rockdale,GA,Atlanta GA
Richmond,GA,Atlanta GA
Randolph,GA,Atlanta GA
Rabun,GA,Atlanta GA
Quitman,GA,Atlanta GA
Putnam,GA,Atlanta GA
Pulaski,GA,Atlanta GA
Polk,GA,Atlanta GA
Pike,GA,Atlanta GA
Pierce,GA,Atlanta GA
Pickens,GA,Atlanta GA
Peach,GA,Atlanta GA
Paulding,GA,Atlanta GA
Oglethorpe,GA,Atlanta GA
Oconee,GA,Atlanta GA
Newton,GA,Atlanta GA
Muscogee,GA,Atlanta GA
Murray,GA,Atlanta GA
Morgan,GA,Atlanta GA
Montgomery,GA,Atlanta GA
Monroe,GA,Atlanta GA
Mitchell,GA,Atlanta GA
Miller,GA,Atlanta GA
Meriwether,GA,Atlanta GA
Mcintosh,GA,Atlanta GA
Mcduffie,GA,Atlanta GA
Marion,GA,Atlanta GA
Madison,GA,Atlanta GA
Macon,GA,Atlanta GA
Lumpkin,GA,Atlanta GA
Lowndes,GA,Atlanta GA
Long,GA,Atlanta GA
Lincoln,GA,Atlanta GA
Liberty,GA,Atlanta GA
Lee,GA,Atlanta GA
Laurens,GA,Atlanta GA
Lanier,GA,Atlanta GA
Lamar,GA,Atlanta GA
Jones,GA,Atlanta GA
Johnson,GA,Atlanta GA
Jenkins,GA,Atlanta GA
Jefferson,GA,Atlanta GA
Jeff Davis,GA,Atlanta GA
Jasper,GA,Atlanta GA
Jackson,GA,Atlanta GA
Irwin,GA,Atlanta GA
Houston,GA,Atlanta GA
Henry,GA,Atlanta GA
Heard,GA,Atlanta GA
Hart,GA,Atlanta GA
Harris,GA,Atlanta GA
Haralson,GA,Atlanta GA
Hancock,GA,Atlanta GA
Hall,GA,Atlanta GA
Habersham,GA,Atlanta GA
Gwinnett,GA,Atlanta GA
Greene,GA,Atlanta GA
Grady,GA,Atlanta GA
Gordon,GA,Atlanta GA
Glynn,GA,Atlanta GA
Glascock,GA,Atlanta GA
Gilmer,GA,Atlanta GA
Fulton,GA,Atlanta GA
Franklin,GA,Atlanta GA
Forsyth,GA,Atlanta GA
Floyd,GA,Atlanta GA
Fayette,GA,Atlanta GA
Fannin,GA,Atlanta GA
Evans,GA,Atlanta GA
Emanuel,GA,Atlanta GA
Elbert,GA,Atlanta GA
Effingham,GA,Atlanta GA
Echols,GA,Atlanta GA
Early,GA,Atlanta GA
Douglas,GA,Atlanta GA
Dougherty,GA,Atlanta GA
Dooly,GA,Atlanta GA
Dodge,GA,Atlanta GA
Decatur,GA,Atlanta GA
De Kalb,GA,Atlanta GA
Dawson,GA,Atlanta GA
Dade,GA,Atlanta GA
Crisp,GA,Atlanta GA
Crawford,GA,Atlanta GA
Coweta,GA,Atlanta GA
Cook,GA,Atlanta GA
Columbia,GA,Atlanta GA
Colquitt,GA,Atlanta GA
Coffee,GA,Atlanta GA
Cobb,GA,Atlanta GA
Clinch,GA,Atlanta GA
Clayton,GA,Atlanta GA
Clay,GA,Atlanta GA
Clarke,GA,Atlanta GA
Cherokee,GA,Atlanta GA
Chattooga,GA,Atlanta GA
Chattahoochee,GA,Atlanta GA
Chatham,GA,Atlanta GA
Charlton,GA,Atlanta GA
Catoosa,GA,Atlanta GA
Carroll,GA,Atlanta GA
Candler,GA,Atlanta GA
Camden,GA,Atlanta GA
Calhoun,GA,Atlanta GA
Butts,GA,Atlanta GA
Burke,GA,Atlanta GA
Bullock,GA,Atlanta GA
Bryan,GA,Atlanta GA
Brooks,GA,Atlanta GA
Brantley,GA,Atlanta GA
Bleckley,GA,Atlanta GA
Bibb,GA,Atlanta GA
Berrien,GA,Atlanta GA
Ben Hill,GA,Atlanta GA
Bartow,GA,Atlanta GA
Barrow,GA,Atlanta GA
Banks,GA,Atlanta GA
Baldwin,GA,Atlanta GA
Baker,GA,Atlanta GA
Bacon,GA,Atlanta GA
Atkinson,GA,Atlanta GA
Appling,GA,Atlanta GA
Yoakum,TX,Albuquerque NM
Winkler,TX,Albuquerque NM
Wheeler,TX,Albuquerque NM
Ward,TX,Albuquerque NM
Upton,TX,Albuquerque NM
Terry,TX,Albuquerque NM
Swisher,TX,Albuquerque NM
Stonewall,TX,Albuquerque NM
Sherman,TX,Albuquerque NM
Scurry,TX,Albuquerque NM
Roberts,TX,Albuquerque NM
Reeves,TX,Albuquerque NM
Reagan,TX,Albuquerque NM
Randall,TX,Albuquerque NM
Presidio,TX,Albuquerque NM
Potter,TX,Albuquerque NM
Pecos,TX,Albuquerque NM
Parmer,TX,Albuquerque NM
Oldham,TX,Albuquerque NM
Ochiltree,TX,Albuquerque NM
Motley,TX,Albuquerque NM
Moore,TX,Albuquerque NM
Midland,TX,Albuquerque NM
Martin,TX,Albuquerque NM
Lynn,TX,Albuquerque NM
Lubbock,TX,Albuquerque NM
Loving,TX,Albuquerque NM
Lipscomb,TX,Albuquerque NM
Lamb,TX,Albuquerque NM
King,TX,Albuquerque NM
Kent,TX,Albuquerque NM
Jeff Davis,TX,Albuquerque NM
Hutchinson,TX,Albuquerque NM
Hudspeth,TX,Albuquerque NM
Howard,TX,Albuquerque NM
Hockley,TX,Albuquerque NM
Hemphill,TX,Albuquerque NM
Hartley,TX,Albuquerque NM
Hansford,TX,Albuquerque NM
Hall,TX,Albuquerque NM
Hale,TX,Albuquerque NM
Gray,TX,Albuquerque NM
Glasscock,TX,Albuquerque NM
Garza,TX,Albuquerque NM
Gaines,TX,Albuquerque NM
Floyd,TX,Albuquerque NM
Fisher,TX,Albuquerque NM
El Paso,TX,Albuquerque NM
Ector,TX,Albuquerque NM
Donley,TX,Albuquerque NM
Dickens,TX,Albuquerque NM
Deaf Smith,TX,Albuquerque NM
Dawson,TX,Albuquerque NM
Dallam,TX,Albuquerque NM
Culberson,TX,Albuquerque NM
Crosby,TX,Albuquerque NM
Crane,TX,Albuquerque NM
Cottle,TX,Albuquerque NM
Collingsworth,TX,Albuquerque NM
Cochran,TX,Albuquerque NM
Childress,TX,Albuquerque NM
Castro,TX,Albuquerque NM
Carson,TX,Albuquerque NM
Briscoe,TX,Albuquerque NM
Borden,TX,Albuquerque NM
Bailey,TX,Albuquerque NM
Armstrong,TX,Albuquerque NM
Andrews,TX,Albuquerque NM
Valencia,NM,Albuquerque NM
Union,NM,Albuquerque NM
Torrance,NM,Albuquerque NM
Taos,NM,Albuquerque NM
Socorro,NM,Albuquerque NM
Sierra,NM,Albuquerque NM
Santa Fe,NM,Albuquerque NM
Sandoval,NM,Albuquerque NM
San Miguel,NM,Albuquerque NM
San Juan,NM,Albuquerque NM
Roosevelt,NM,Albuquerque NM
Rio Arriba,NM,Albuquerque NM
Quay,NM,Albuquerque NM
Otero,NM,Albuquerque NM
Mora,NM,Albuquerque NM
Mckinley,NM,Albuquerque NM
Luna,NM,Albuquerque NM
Los Alamos,NM,Albuquerque NM
Lincoln,NM,Albuquerque NM
Lea,NM,Albuquerque NM
Hidalgo,NM,Albuquerque NM
Harding,NM,Albuquerque NM
Guadalupe,NM,Albuquerque NM
Grant,NM,Albuquerque NM
Eddy,NM,Albuquerque NM
Dona Ana,NM,Albuquerque NM
De Baca,NM,Albuquerque NM
Curry,NM,Albuquerque NM
Colfax,NM,Albuquerque NM
Cibola,NM,Albuquerque NM
Chaves,NM,Albuquerque NM
Catron,NM,Albuquerque NM
Bernalillo,NM,Albuquerque NM
Yates,NY,Albany NY
Wyoming,NY,Albany NY
Westchester,NY,Albany NY
Wayne,NY,Albany NY
Washington,NY,Albany NY
Warren,NY,Albany NY
Ulster,NY,Albany NY
Tompkins,NY,Albany NY
Tioga,NY,Albany NY
Sullivan,NY,Albany NY
Steuben,NY,Albany NY
St Lawrence,NY,Albany NY
Seneca,NY,Albany NY
Schuyler,NY,Albany NY
Schoharie,NY,Albany NY
Schenectady,NY,Albany NY
Saratoga,NY,Albany NY
Rockland,NY,Albany NY
Rensselaer,NY,Albany NY
Putnam,NY,Albany NY
Otsego,NY,Albany NY
Oswego,NY,Albany NY
Orleans,NY,Albany NY
Orange,NY,Albany NY
Ontario,NY,Albany NY
Onondaga,NY,Albany NY
Oneida,NY,Albany NY
Niagara,NY,Albany NY
Montgomery,NY,Albany NY
Monroe,NY,Albany NY
Madison,NY,Albany NY
Livingston,NY,Albany NY
Lewis,NY,Albany NY
Jefferson,NY,Albany NY
Herkimer,NY,Albany NY
Hamilton,NY,Albany NY
Greene,NY,Albany NY
Genesee,NY,Albany NY
Fulton,NY,Albany NY
Franklin,NY,Albany NY
Essex,NY,Albany NY
Erie,NY,Albany NY
Dutchess,NY,Albany NY
Delaware,NY,Albany NY
Cortland,NY,Albany NY
Columbia,NY,Albany NY
Clinton,NY,Albany NY
Chenango,NY,Albany NY
Chemung,NY,Albany NY
Chautauqua,NY,Albany NY
Cayuga,NY,Albany NY
Cattaraugus,NY,Albany NY
Broome,NY,Albany NY
Allegany,NY,Albany NY
Albany,NY,Albany NY
