State,State Name,County,NAICS3,Employees,Avg Weekly Pay,Establishments,WHD Office Name,Industry
CA,California,San Benito County,333,164,1469,6,San Francisco,Machinery Manufacturing
CA,California,San Bernardino County,333,2954,890,138,West Covina,Machinery Manufacturing
CA,California,San Diego County,333,9095,1972,178,San Diego,Machinery Manufacturing
CA,California,San Francisco County,333,0,0,12,San Francisco,Machinery Manufacturing
CA,California,San Joaquin County,333,595,1020,27,Sacramento,Machinery Manufacturing
CA,California,San Luis Obispo County,333,0,0,20,Los Angeles,Machinery Manufacturing
CA,California,San Mateo County,333,314,1149,31,San Francisco,Machinery Manufacturing
CA,California,Santa Barbara County,333,1151,1317,30,Los Angeles,Machinery Manufacturing
CA,California,Santa Clara County,333,3772,1846,150,San Francisco,Machinery Manufacturing
CA,California,Santa Cruz County,333,0,0,17,San Francisco,Machinery Manufacturing
CA,California,Shasta County,333,209,679,15,Sacramento,Machinery Manufacturing
CA,California,Siskiyou County,333,0,0,3,Sacramento,Machinery Manufacturing
CA,California,Solano County,333,655,1183,21,Sacramento,Machinery Manufacturing
CA,California,Sonoma County,333,1253,1301,35,San Francisco,Machinery Manufacturing
CA,California,Stanislaus County,333,707,1026,34,Sacramento,Machinery Manufacturing
CA,California,Sutter County,333,249,816,12,Sacramento,Machinery Manufacturing
CA,California,Tehama County,333,0,0,1,Sacramento,Machinery Manufacturing
CA,California,Tulare County,333,573,886,28,Sacramento,Machinery Manufacturing
CA,California,Tuolumne County,333,0,0,3,Sacramento,Machinery Manufacturing
CA,California,Ventura County,333,3578,1332,85,Los Angeles,Machinery Manufacturing
CA,California,Yolo County,333,0,0,12,Sacramento,Machinery Manufacturing
CA,California,Yuba County,333,0,0,2,Sacramento,Machinery Manufacturing
CA,California,Alameda County,334,10280,1467,220,San Francisco,Computer and Electronic Product Manufacturing
CA,California,Amador County,334,46,452,4,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Butte County,334,0,0,4,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Calaveras County,334,0,0,3,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Colusa County,334,0,0,1,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Contra Costa County,334,2503,1813,55,San Francisco,Computer and Electronic Product Manufacturing
CA,California,El Dorado County,334,151,1194,6,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Fresno County,334,0,0,9,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Humboldt County,334,0,0,4,San Francisco,Computer and Electronic Product Manufacturing
CA,California,Imperial County,334,0,0,3,San Diego,Computer and Electronic Product Manufacturing
CA,California,Inyo County,334,0,0,2,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Kern County,334,32,1159,7,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Kings County,334,0,0,1,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Los Angeles County,334,39540,1940,547,Los Angeles,Computer and Electronic Product Manufacturing
CA,California,Madera County,334,0,0,3,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Marin County,334,87,1370,14,San Francisco,Computer and Electronic Product Manufacturing
CA,California,Mariposa County,334,0,0,1,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Mendocino County,334,0,0,4,San Francisco,Computer and Electronic Product Manufacturing
CA,California,Monterey County,334,480,1318,14,San Francisco,Computer and Electronic Product Manufacturing
CA,California,Napa County,334,0,0,5,San Francisco,Computer and Electronic Product Manufacturing
CA,California,Nevada County,334,1252,1480,16,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Orange County,334,23059,1735,446,San Diego,Computer and Electronic Product Manufacturing
CA,California,Placer County,334,898,1361,22,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Riverside County,334,2668,1129,66,West Covina,Computer and Electronic Product Manufacturing
CA,California,Sacramento County,334,1202,1277,29,Sacramento,Computer and Electronic Product Manufacturing
CA,California,San Benito County,334,0,0,2,San Francisco,Computer and Electronic Product Manufacturing
CA,California,San Bernardino County,334,1557,929,70,West Covina,Computer and Electronic Product Manufacturing
CA,California,San Diego County,334,15518,1507,332,San Diego,Computer and Electronic Product Manufacturing
CA,California,San Francisco County,334,0,0,28,San Francisco,Computer and Electronic Product Manufacturing
CA,California,San Joaquin County,334,219,1064,12,Sacramento,Computer and Electronic Product Manufacturing
CA,California,San Luis Obispo County,334,507,1122,15,Los Angeles,Computer and Electronic Product Manufacturing
CA,California,San Mateo County,334,2138,2323,57,San Francisco,Computer and Electronic Product Manufacturing
CA,California,Santa Barbara County,334,3889,2051,55,Los Angeles,Computer and Electronic Product Manufacturing
CA,California,Santa Clara County,334,44864,2292,629,San Francisco,Computer and Electronic Product Manufacturing
CA,California,Santa Cruz County,334,559,1320,40,San Francisco,Computer and Electronic Product Manufacturing
CA,California,Shasta County,334,0,0,5,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Sierra County,334,0,0,1,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Siskiyou County,334,0,0,1,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Solano County,334,27,1011,5,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Sonoma County,334,2477,1889,40,San Francisco,Computer and Electronic Product Manufacturing
CA,California,Stanislaus County,334,165,1041,6,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Tehama County,334,0,0,1,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Tulare County,334,0,0,7,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Tuolumne County,334,0,0,5,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Ventura County,334,5299,1393,107,Los Angeles,Computer and Electronic Product Manufacturing
CA,California,Yolo County,334,283,3323,10,Sacramento,Computer and Electronic Product Manufacturing
CA,California,Alameda County,335,2087,1394,55,San Francisco,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Amador County,335,0,0,1,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Butte County,335,0,0,2,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Contra Costa County,335,111,1245,10,San Francisco,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,El Dorado County,335,0,0,5,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Fresno County,335,43,852,8,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Humboldt County,335,0,0,2,San Francisco,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Imperial County,335,0,0,2,San Diego,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Kern County,335,0,0,2,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Los Angeles County,335,9010,1005,258,Los Angeles,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Madera County,335,0,0,2,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Marin County,335,0,0,6,San Francisco,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Merced County,335,0,0,1,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Monterey County,335,0,0,4,San Francisco,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Napa County,335,0,0,2,San Francisco,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Nevada County,335,117,1089,3,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Orange County,335,6256,1304,125,San Diego,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Placer County,335,0,0,4,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Riverside County,335,574,895,29,West Covina,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Sacramento County,335,738,1073,18,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,San Benito County,335,0,0,1,San Francisco,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,San Bernardino County,335,1236,758,25,West Covina,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,San Diego County,335,0,0,71,San Diego,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,San Francisco County,335,176,1831,18,San Francisco,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,San Joaquin County,335,223,0,6,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,San Luis Obispo County,335,0,0,6,Los Angeles,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,San Mateo County,335,0,0,19,San Francisco,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Santa Barbara County,335,442,1328,15,Los Angeles,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Santa Clara County,335,2754,1973,72,San Francisco,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Santa Cruz County,335,138,1104,11,San Francisco,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Shasta County,335,0,0,4,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Solano County,335,183,1098,4,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Sonoma County,335,223,951,13,San Francisco,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Stanislaus County,335,0,0,1,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Tulare County,335,0,0,5,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Tuolumne County,335,0,0,1,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Ventura County,335,992,1079,21,Los Angeles,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Yolo County,335,0,0,3,Sacramento,"Electrical Equipment, Appliance, and Component Manufacturing"
CA,California,Alameda County,336,0,0,47,San Francisco,Transportation Equipment Manufacturing
CA,California,Amador County,336,0,0,1,Sacramento,Transportation Equipment Manufacturing
CA,California,Butte County,336,0,0,6,Sacramento,Transportation Equipment Manufacturing
CA,California,Contra Costa County,336,98,874,14,San Francisco,Transportation Equipment Manufacturing
CA,California,Del Norte County,336,0,0,2,San Francisco,Transportation Equipment Manufacturing
CA,California,El Dorado County,336,0,0,7,Sacramento,Transportation Equipment Manufacturing
CA,California,Fresno County,336,802,694,30,Sacramento,Transportation Equipment Manufacturing
CA,California,Glenn County,336,0,0,1,Sacramento,Transportation Equipment Manufacturing
CA,California,Humboldt County,336,0,0,2,San Francisco,Transportation Equipment Manufacturing
CA,California,Imperial County,336,0,0,2,San Diego,Transportation Equipment Manufacturing
CA,California,Kern County,336,0,0,19,Sacramento,Transportation Equipment Manufacturing
CA,California,Kings County,336,0,0,1,Sacramento,Transportation Equipment Manufacturing
CA,California,Los Angeles County,336,41748,1683,425,Los Angeles,Transportation Equipment Manufacturing
CA,California,Madera County,336,0,0,3,Sacramento,Transportation Equipment Manufacturing
CA,California,Marin County,336,57,1116,6,San Francisco,Transportation Equipment Manufacturing
CA,California,Mendocino County,336,0,0,6,San Francisco,Transportation Equipment Manufacturing
CA,California,Merced County,336,0,0,6,Sacramento,Transportation Equipment Manufacturing
CA,California,Monterey County,336,0,0,3,San Francisco,Transportation Equipment Manufacturing
CA,California,Napa County,336,0,0,2,San Francisco,Transportation Equipment Manufacturing
CA,California,Nevada County,336,0,0,4,Sacramento,Transportation Equipment Manufacturing
CA,California,Orange County,336,9164,1079,227,San Diego,Transportation Equipment Manufacturing
CA,California,Placer County,336,125,789,6,Sacramento,Transportation Equipment Manufacturing
CA,California,Riverside County,336,4002,957,99,West Covina,Transportation Equipment Manufacturing
CA,California,Sacramento County,336,0,0,25,Sacramento,Transportation Equipment Manufacturing
CA,California,San Benito County,336,0,0,1,San Francisco,Transportation Equipment Manufacturing
CA,California,San Bernardino County,336,3434,843,100,West Covina,Transportation Equipment Manufacturing
CA,California,San Diego County,336,21550,1432,123,San Diego,Transportation Equipment Manufacturing
CA,California,San Francisco County,336,0,0,10,San Francisco,Transportation Equipment Manufacturing
CA,California,San Joaquin County,336,1157,991,16,Sacramento,Transportation Equipment Manufacturing
CA,California,San Luis Obispo County,336,131,844,12,Los Angeles,Transportation Equipment Manufacturing
CA,California,San Mateo County,336,79,664,7,San Francisco,Transportation Equipment Manufacturing
CA,California,Santa Barbara County,336,1555,1303,16,Los Angeles,Transportation Equipment Manufacturing
CA,California,Santa Clara County,336,0,0,27,San Francisco,Transportation Equipment Manufacturing
CA,California,Santa Cruz County,336,0,0,9,San Francisco,Transportation Equipment Manufacturing
CA,California,Shasta County,336,47,437,8,Sacramento,Transportation Equipment Manufacturing
CA,California,Solano County,336,0,0,3,Sacramento,Transportation Equipment Manufacturing
CA,California,Sonoma County,336,0,0,19,San Francisco,Transportation Equipment Manufacturing
CA,California,Stanislaus County,336,1044,1076,10,Sacramento,Transportation Equipment Manufacturing
CA,California,Sutter County,336,22,601,3,Sacramento,Transportation Equipment Manufacturing
CA,California,Tehama County,336,0,0,2,Sacramento,Transportation Equipment Manufacturing
CA,California,Tulare County,336,0,0,6,Sacramento,Transportation Equipment Manufacturing
CA,California,Ventura County,336,1355,867,38,Los Angeles,Transportation Equipment Manufacturing
CA,California,Yolo County,336,849,1282,13,Sacramento,Transportation Equipment Manufacturing
CA,California,Alameda County,337,1371,844,68,San Francisco,Furniture and Related Product Manufacturing
CA,California,Butte County,337,102,666,14,Sacramento,Furniture and Related Product Manufacturing
CA,California,Calaveras County,337,0,0,2,Sacramento,Furniture and Related Product Manufacturing
CA,California,Colusa County,337,0,0,1,Sacramento,Furniture and Related Product Manufacturing
CA,California,Contra Costa County,337,523,826,27,San Francisco,Furniture and Related Product Manufacturing
CA,California,El Dorado County,337,0,0,8,Sacramento,Furniture and Related Product Manufacturing
CA,California,Fresno County,337,337,535,26,Sacramento,Furniture and Related Product Manufacturing
CA,California,Glenn County,337,0,0,3,Sacramento,Furniture and Related Product Manufacturing
CA,California,Humboldt County,337,0,0,12,San Francisco,Furniture and Related Product Manufacturing
CA,California,Imperial County,337,0,0,1,San Diego,Furniture and Related Product Manufacturing
CA,California,Inyo County,337,0,0,1,Sacramento,Furniture and Related Product Manufacturing
CA,California,Kern County,337,162,508,18,Sacramento,Furniture and Related Product Manufacturing
CA,California,Kings County,337,0,0,5,Sacramento,Furniture and Related Product Manufacturing
CA,California,Lake County,337,0,0,6,Sacramento,Furniture and Related Product Manufacturing
CA,California,Los Angeles County,337,13279,636,635,Los Angeles,Furniture and Related Product Manufacturing
CA,California,Madera County,337,39,619,4,Sacramento,Furniture and Related Product Manufacturing
CA,California,Marin County,337,66,829,21,San Francisco,Furniture and Related Product Manufacturing
CA,California,Mariposa County,337,0,0,2,Sacramento,Furniture and Related Product Manufacturing
CA,California,Mendocino County,337,0,0,4,San Francisco,Furniture and Related Product Manufacturing
CA,California,Merced County,337,0,0,4,Sacramento,Furniture and Related Product Manufacturing
CA,California,Monterey County,337,68,774,15,San Francisco,Furniture and Related Product Manufacturing
CA,California,Napa County,337,26,527,9,San Francisco,Furniture and Related Product Manufacturing
CA,California,Nevada County,337,62,524,12,Sacramento,Furniture and Related Product Manufacturing
CA,California,Orange County,337,4409,814,181,San Diego,Furniture and Related Product Manufacturing
CA,California,Placer County,337,115,654,13,Sacramento,Furniture and Related Product Manufacturing
CA,California,Plumas County,337,0,0,1,Sacramento,Furniture and Related Product Manufacturing
CA,California,Riverside County,337,1495,760,58,West Covina,Furniture and Related Product Manufacturing
CA,California,Sacramento County,337,761,670,55,Sacramento,Furniture and Related Product Manufacturing
CA,California,San Benito County,337,49,441,4,San Francisco,Furniture and Related Product Manufacturing
CA,California,San Bernardino County,337,4470,668,99,West Covina,Furniture and Related Product Manufacturing
CA,California,San Diego County,337,1433,686,155,San Diego,Furniture and Related Product Manufacturing
CA,California,San Francisco County,337,385,907,40,San Francisco,Furniture and Related Product Manufacturing
CA,California,San Joaquin County,337,787,721,27,Sacramento,Furniture and Related Product Manufacturing
CA,California,San Luis Obispo County,337,78,558,16,Los Angeles,Furniture and Related Product Manufacturing
CA,California,San Mateo County,337,368,892,46,San Francisco,Furniture and Related Product Manufacturing
CA,California,Santa Barbara County,337,143,984,18,Los Angeles,Furniture and Related Product Manufacturing
CA,California,Santa Clara County,337,1074,896,68,San Francisco,Furniture and Related Product Manufacturing
CA,California,Santa Cruz County,337,105,726,20,San Francisco,Furniture and Related Product Manufacturing
CA,California,Shasta County,337,61,599,6,Sacramento,Furniture and Related Product Manufacturing
CA,California,Siskiyou County,337,0,0,1,Sacramento,Furniture and Related Product Manufacturing
CA,California,Solano County,337,216,673,20,Sacramento,Furniture and Related Product Manufacturing
CA,California,Sonoma County,337,388,911,50,San Francisco,Furniture and Related Product Manufacturing
CA,California,Stanislaus County,337,310,576,21,Sacramento,Furniture and Related Product Manufacturing
CA,California,Sutter County,337,0,0,5,Sacramento,Furniture and Related Product Manufacturing
CA,California,Tehama County,337,0,0,1,Sacramento,Furniture and Related Product Manufacturing
CA,California,Trinity County,337,0,0,1,Sacramento,Furniture and Related Product Manufacturing
CA,California,Tulare County,337,10,392,4,Sacramento,Furniture and Related Product Manufacturing
CA,California,Tuolumne County,337,32,712,3,Sacramento,Furniture and Related Product Manufacturing
CA,California,Ventura County,337,509,677,29,Los Angeles,Furniture and Related Product Manufacturing
CA,California,Yolo County,337,0,0,4,Sacramento,Furniture and Related Product Manufacturing
CA,California,Yuba County,337,0,0,1,Sacramento,Furniture and Related Product Manufacturing
CA,California,Alameda County,339,4766,1807,162,San Francisco,Miscellaneous Manufacturing
CA,California,Amador County,339,0,0,3,Sacramento,Miscellaneous Manufacturing
CA,California,Butte County,339,457,664,26,Sacramento,Miscellaneous Manufacturing
CA,California,Calaveras County,339,0,0,1,Sacramento,Miscellaneous Manufacturing
CA,California,Contra Costa County,339,491,787,73,San Francisco,Miscellaneous Manufacturing
CA,California,Del Norte County,339,0,0,1,San Francisco,Miscellaneous Manufacturing
CA,California,El Dorado County,339,371,1012,20,Sacramento,Miscellaneous Manufacturing
CA,California,Fresno County,339,775,972,51,Sacramento,Miscellaneous Manufacturing
CA,California,Glenn County,339,0,0,1,Sacramento,Miscellaneous Manufacturing
CA,California,Humboldt County,339,0,0,11,San Francisco,Miscellaneous Manufacturing
CA,California,Imperial County,339,0,0,4,San Diego,Miscellaneous Manufacturing
CA,California,Inyo County,339,0,0,1,Sacramento,Miscellaneous Manufacturing
CA,California,Kern County,339,365,1018,27,Sacramento,Miscellaneous Manufacturing
CA,California,Kings County,339,0,0,2,Sacramento,Miscellaneous Manufacturing
CA,California,Lake County,339,0,0,1,Sacramento,Miscellaneous Manufacturing
CA,California,Los Angeles County,339,16063,871,1037,Los Angeles,Miscellaneous Manufacturing
CA,California,Madera County,339,0,0,6,Sacramento,Miscellaneous Manufacturing
CA,California,Marin County,339,166,963,28,San Francisco,Miscellaneous Manufacturing
CA,California,Mariposa County,339,0,0,2,Sacramento,Miscellaneous Manufacturing
CA,California,Mendocino County,339,25,649,9,San Francisco,Miscellaneous Manufacturing
CA,California,Merced County,339,0,0,7,Sacramento,Miscellaneous Manufacturing
CA,California,Monterey County,339,0,0,22,San Francisco,Miscellaneous Manufacturing
CA,California,Napa County,339,0,0,9,San Francisco,Miscellaneous Manufacturing
CA,California,Nevada County,339,127,660,21,Sacramento,Miscellaneous Manufacturing
CA,California,Orange County,339,24830,1405,583,San Diego,Miscellaneous Manufacturing
CA,California,Placer County,339,182,809,30,Sacramento,Miscellaneous Manufacturing
CA,California,Plumas County,339,0,0,3,Sacramento,Miscellaneous Manufacturing
CA,California,Riverside County,339,5072,898,151,West Covina,Miscellaneous Manufacturing
CA,California,Sacramento County,339,1985,915,91,Sacramento,Miscellaneous Manufacturing
CA,California,San Bernardino County,339,2141,910,135,West Covina,Miscellaneous Manufacturing
CA,California,San Diego County,339,10601,1297,359,San Diego,Miscellaneous Manufacturing
CA,California,San Francisco County,339,624,1244,86,San Francisco,Miscellaneous Manufacturing
CA,California,San Joaquin County,339,437,753,36,Sacramento,Miscellaneous Manufacturing
CA,California,San Luis Obispo County,339,376,774,36,Los Angeles,Miscellaneous Manufacturing
CA,California,San Mateo County,339,1254,0,80,San Francisco,Miscellaneous Manufacturing
CA,California,Santa Barbara County,339,1942,1097,55,Los Angeles,Miscellaneous Manufacturing
CA,California,Santa Clara County,339,5510,2136,229,San Francisco,Miscellaneous Manufacturing
CA,California,Santa Cruz County,339,257,604,33,San Francisco,Miscellaneous Manufacturing
CA,California,Shasta County,339,194,1251,20,Sacramento,Miscellaneous Manufacturing
CA,California,Solano County,339,0,0,26,Sacramento,Miscellaneous Manufacturing
CA,California,Sonoma County,339,596,817,66,San Francisco,Miscellaneous Manufacturing
CA,California,Stanislaus County,339,222,616,28,Sacramento,Miscellaneous Manufacturing
CA,California,Sutter County,339,0,0,6,Sacramento,Miscellaneous Manufacturing
CA,California,Tehama County,339,0,0,2,Sacramento,Miscellaneous Manufacturing
CA,California,Tulare County,339,0,0,13,Sacramento,Miscellaneous Manufacturing
CA,California,Tuolumne County,339,0,0,9,Sacramento,Miscellaneous Manufacturing
CA,California,Ventura County,339,1274,890,96,Los Angeles,Miscellaneous Manufacturing
CA,California,Yolo County,339,0,0,10,Sacramento,Miscellaneous Manufacturing
CA,California,Yuba County,339,0,0,1,Sacramento,Miscellaneous Manufacturing
CA,California,Alameda County,423,28161,1449,1650,San Francisco,"Merchant Wholesalers, Durable Goods "
CA,California,Amador County,423,70,854,16,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Butte County,423,875,980,87,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Calaveras County,423,53,882,11,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Colusa County,423,58,820,9,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Contra Costa County,423,5744,1514,523,San Francisco,"Merchant Wholesalers, Durable Goods "
CA,California,Del Norte County,423,0,0,2,San Francisco,"Merchant Wholesalers, Durable Goods "
CA,California,El Dorado County,423,264,1101,72,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Fresno County,423,7200,995,518,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Glenn County,423,48,886,4,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Humboldt County,423,399,908,51,San Francisco,"Merchant Wholesalers, Durable Goods "
CA,California,Imperial County,423,739,736,103,San Diego,"Merchant Wholesalers, Durable Goods "
CA,California,Inyo County,423,40,906,7,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Kern County,423,6070,1194,388,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Kings County,423,214,946,24,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Lake County,423,53,517,12,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Lassen County,423,13,763,6,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Los Angeles County,423,123397,1150,11505,Los Angeles,"Merchant Wholesalers, Durable Goods "
CA,California,Madera County,423,407,801,41,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Marin County,423,1564,1511,206,San Francisco,"Merchant Wholesalers, Durable Goods "
CA,California,Mendocino County,423,217,766,34,San Francisco,"Merchant Wholesalers, Durable Goods "
CA,California,Merced County,423,426,896,54,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Modoc County,423,0,0,2,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Mono County,423,0,0,4,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Monterey County,423,1397,1038,139,San Francisco,"Merchant Wholesalers, Durable Goods "
CA,California,Napa County,423,581,1270,71,San Francisco,"Merchant Wholesalers, Durable Goods "
CA,California,Nevada County,423,217,1398,50,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Orange County,423,61825,1520,4413,San Diego,"Merchant Wholesalers, Durable Goods "
CA,California,Placer County,423,3291,1212,237,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Plumas County,423,67,778,5,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Riverside County,423,12568,1104,1063,West Covina,"Merchant Wholesalers, Durable Goods "
CA,California,Sacramento County,423,16020,2102,798,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,San Benito County,423,126,944,18,San Francisco,"Merchant Wholesalers, Durable Goods "
CA,California,San Bernardino County,423,25094,961,1842,West Covina,"Merchant Wholesalers, Durable Goods "
CA,California,San Diego County,423,40783,1982,2525,San Diego,"Merchant Wholesalers, Durable Goods "
CA,California,San Francisco County,423,7385,2181,578,San Francisco,"Merchant Wholesalers, Durable Goods "
CA,California,San Joaquin County,423,4793,1119,337,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,San Luis Obispo County,423,1407,997,153,Los Angeles,"Merchant Wholesalers, Durable Goods "
CA,California,San Mateo County,423,8984,2021,603,San Francisco,"Merchant Wholesalers, Durable Goods "
CA,California,Santa Barbara County,423,3261,1988,208,Los Angeles,"Merchant Wholesalers, Durable Goods "
CA,California,Santa Clara County,423,84552,3498,1827,San Francisco,"Merchant Wholesalers, Durable Goods "
CA,California,Santa Cruz County,423,1791,1642,137,San Francisco,"Merchant Wholesalers, Durable Goods "
CA,California,Shasta County,423,857,905,119,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Siskiyou County,423,31,404,8,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Solano County,423,2888,1095,172,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Sonoma County,423,5292,1537,296,San Francisco,"Merchant Wholesalers, Durable Goods "
CA,California,Stanislaus County,423,2783,943,236,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Sutter County,423,637,985,38,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Tehama County,423,122,679,14,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Trinity County,423,0,0,2,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Tulare County,423,1736,888,174,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Tuolumne County,423,0,0,15,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Ventura County,423,7125,1220,633,Los Angeles,"Merchant Wholesalers, Durable Goods "
CA,California,Yolo County,423,2283,1101,167,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Yuba County,423,111,789,14,Sacramento,"Merchant Wholesalers, Durable Goods "
CA,California,Alameda County,424,19797,1520,811,San Francisco,"Merchant Wholesalers, Nondurable Goods "
CA,California,Amador County,424,0,0,7,Sacramento,"Merchant Wholesalers, Nondurable Goods "
CA,California,Butte County,424,1005,871,68,Sacramento,"Merchant Wholesalers, Nondurable Goods "
CA,California,Calaveras County,424,0,0,7,Sacramento,"Merchant Wholesalers, Nondurable Goods "
CA,California,Colusa County,424,234,980,17,Sacramento,"Merchant Wholesalers, Nondurable Goods "
CA,California,Contra Costa County,424,4131,1451,291,San Francisco,"Merchant Wholesalers, Nondurable Goods "
CA,California,Del Norte County,424,0,0,7,San Francisco,"Merchant Wholesalers, Nondurable Goods "
CA,California,El Dorado County,424,0,0,42,Sacramento,"Merchant Wholesalers, Nondurable Goods "
CA,California,Fresno County,424,7678,941,340,Sacramento,"Merchant Wholesalers, Nondurable Goods "
CA,California,Glenn County,424,0,0,14,Sacramento,"Merchant Wholesalers, Nondurable Goods "
CA,California,Humboldt County,424,669,786,53,San Francisco,"Merchant Wholesalers, Nondurable Goods "
CA,California,Imperial County,424,1166,972,109,San Diego,"Merchant Wholesalers, Nondurable Goods "
CA,California,Inyo County,424,102,719,16,Sacramento,"Merchant Wholesalers, Nondurable Goods "
CA,California,Kern County,424,3334,1002,216,Sacramento,"Merchant Wholesalers, Nondurable Goods "
CA,California,Kings County,424,432,996,37,Sacramento,"Merchant Wholesalers, Nondurable Goods "
CA,California,Lake County,424,0,0,15,Sacramento,"Merchant Wholesalers, Nondurable Goods "
