CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Susquehanna County,50,42,115,7,0,41947,21119,20828,20682,20401,119,108,40,38,69,88,7,17,202,176,20863,20563,199,179,138,116,117,130,10,22,20745,20473,20344,20099,112,87,31,31,67,87,3,8,188,161,20513,20247,184,149,119,103,114,127,6,13,374,355,338,302,7,21,9,7,2,1,4,9,14,15,350,316,15,30,19,13,3,3,4,9
Sussex County,150,95,225,21,0,367615,181302,186313,154794,160282,18923,18181,1520,1418,2654,2918,186,147,3225,3367,157699,163286,20768,20144,2463,2455,3455,3717,316,286,165580,171575,141486,147824,18076,17406,615,569,2552,2808,60,64,2791,2904,144007,150416,19649,19083,1385,1424,3296,3548,167,176,15722,14738,13308,12458,847,775,905,849,102,110,126,83,434,463,13692,12870,1119,1061,1078,1031,159,169,149,110
Sutter County,50,6,101,7,0,95604,47459,48145,35150,35800,1203,1133,1042,1131,7832,7833,184,209,2048,2039,36962,37626,1726,1645,1871,1983,8715,8709,391,417,32845,34148,22285,23580,960,909,417,471,7552,7551,134,164,1497,1473,23611,24900,1363,1290,910,987,8287,8270,288,315,14614,13997,12865,12220,243,224,625,660,280,282,50,45,551,566,13351,12726,363,355,961,996,428,439,103,102
Sutton County,50,48,435,7,0,3971,1998,1973,1931,1915,24,12,23,16,7,10,0,1,13,19,1944,1933,30,21,28,22,9,15,0,1,764,793,740,773,10,3,3,3,5,7,0,0,6,7,746,780,12,8,5,3,7,9,0,0,1234,1180,1191,1142,14,9,20,13,2,3,0,1,7,12,1198,1153,18,13,23,19,2,6,0,1
Suwannee County,50,12,121,7,0,43818,22978,20840,18854,17754,3561,2394,144,149,122,163,18,17,279,363,19115,18092,3691,2555,266,310,163,217,31,39,20741,19184,16854,16255,3461,2341,68,95,107,157,9,7,242,329,17079,16561,3572,2486,175,244,142,203,21,27,2237,1656,2000,1499,100,53,76,54,15,6,9,10,37,34,2036,1531,119,69,91,66,21,14,10,12
Swain County,50,37,173,7,0,14286,6916,7370,4544,4819,118,76,1903,2106,37,43,4,1,310,325,4834,5128,190,144,2143,2362,58,66,14,5,6584,7030,4401,4673,114,73,1746,1935,35,42,4,1,284,306,4667,4965,170,130,1971,2182,56,64,14,5,332,340,143,146,4,3,157,171,2,1,0,0,26,19,167,163,20,14,172,180,2,2,0,0
Sweet Grass County,50,30,97,7,0,3666,1820,1846,1771,1778,3,1,10,16,7,13,0,1,29,37,1800,1814,10,9,28,36,12,19,1,5,1790,1801,1744,1745,3,1,9,12,7,11,0,1,27,31,1771,1775,9,8,26,29,12,16,1,4,30,45,27,33,0,0,1,4,0,2,0,0,2,6,29,39,1,1,2,7,0,3,0,1
Sweetwater County,50,56,37,7,0,44925,23309,21616,21977,20405,376,284,300,259,171,240,44,32,441,396,22396,20784,509,401,516,445,277,343,80,63,19455,18377,18463,17377,302,252,185,172,136,221,27,26,342,329,18790,17694,403,348,345,313,227,314,53,51,3854,3239,3514,3028,74,32,115,87,35,19,17,6,99,67,3606,3090,106,53,171,132,50,29,27,12
Swift County,50,27,151,7,0,9446,4777,4669,4657,4501,29,44,16,37,10,18,8,9,57,60,4710,4561,58,71,34,60,22,29,11,9,4577,4487,4477,4345,27,43,12,22,10,17,8,9,43,51,4519,4396,50,68,24,41,17,25,10,9,200,182,180,156,2,1,4,15,0,1,0,0,14,9,191,165,8,3,10,19,5,4,1,0
Swisher County,50,48,437,7,0,7584,3969,3615,3438,3269,421,207,45,63,15,18,3,3,47,55,3483,3320,440,231,64,85,23,28,6,6,2272,2121,1834,1872,389,181,13,31,4,4,2,2,30,31,1864,1902,401,197,26,41,8,9,3,3,1697,1494,1604,1397,32,26,32,32,11,14,1,1,17,24,1619,1418,39,34,38,44,15,19,3,3
Switzerland County,50,18,155,7,0,10490,5348,5142,5218,5045,45,19,15,18,15,12,4,1,51,47,5268,5092,70,37,33,43,24,17,6,1,5251,5058,5138,4975,36,19,13,10,15,12,2,0,47,42,5184,5017,58,37,30,32,23,15,4,0,97,84,80,70,9,0,2,8,0,0,2,1,4,5,84,75,12,0,3,11,1,2,2,1
Talbot County,100,37,304,14,0,43937,20866,23071,16226,17731,3934,4617,77,68,239,314,39,32,351,309,16545,18010,4154,4800,156,155,316,378,55,50,19630,21858,15217,16757,3816,4505,46,32,220,286,8,10,323,268,15510,16998,4018,4664,117,102,295,345,21,25,1236,1213,1009,974,118,112,31,36,19,28,31,22,28,41,1035,1012,136,136,39,53,21,33,34,25
Taliaferro County,50,13,265,7,0,1693,834,859,323,355,489,483,2,2,8,5,0,0,12,14,334,366,501,492,2,8,9,7,0,1,796,832,294,335,484,478,2,1,5,4,0,0,11,14,304,346,495,487,2,7,6,6,0,1,38,27,29,20,5,5,0,1,3,1,0,0,1,0,30,20,6,5,0,1,3,1,0,0
Talladega County,50,1,121,7,0,81258,39450,41808,25965,26965,12456,13856,177,146,259,227,7,9,586,605,26482,27513,12785,14182,432,409,354,320,31,42,38322,41115,25074,26432,12329,13766,124,123,253,224,7,5,535,565,25553,26950,12630,14067,355,365,333,311,25,31,1128,693,891,533,127,90,53,23,6,3,0,4,51,40,929,563,155,115,77,44,21,9,6,11
Tallahatchie County,50,28,135,7,0,14736,8216,6520,3661,2408,4280,4046,48,7,118,13,14,0,95,46,3743,2444,4341,4070,94,31,135,27,19,0,7348,6471,2909,2385,4213,4020,29,7,109,13,12,0,76,46,2974,2421,4260,4044,63,31,121,27,15,0,868,49,752,23,67,26,19,0,9,0,2,0,19,0,769,23,81,26,31,0,14,0,4,0
Tallapoosa County,50,1,123,7,0,41112,20022,21090,14323,14663,5287,5976,73,82,87,120,8,6,244,243,14545,14879,5427,6112,174,177,122,165,16,23,19490,20668,13960,14358,5181,5899,63,77,84,117,0,2,202,215,14145,14551,5300,6022,145,159,112,153,6,13,532,422,363,305,106,77,10,5,3,3,8,4,42,28,400,328,127,90,29,18,10,12,10,10
Tama County,50,19,171,7,0,17400,8534,8866,7564,7809,49,37,678,728,20,47,9,14,214,231,7768,8032,105,98,827,877,55,87,11,21,7778,8185,7065,7356,44,32,514,584,17,47,3,1,135,165,7196,7517,79,78,602,682,43,79,3,6,756,681,499,453,5,5,164,144,3,0,6,13,79,66,572,515,26,20,225,195,12,8,8,15
Taney County,50,29,213,7,0,54138,26228,27910,24705,26409,479,314,274,245,173,379,30,21,567,542,25245,26928,653,475,584,544,278,484,57,44,24706,26473,23422,25118,387,278,215,191,165,362,24,16,493,508,23890,25607,530,421,484,474,265,461,47,38,1522,1437,1283,1291,92,36,59,54,8,17,6,5,74,34,1355,1321,123,54,100,70,13,23,10,6
Tangipahoa Parish,50,22,105,7,0,126948,61490,65458,41881,43365,18030,20398,259,246,411,550,25,41,884,858,42655,44120,18505,20863,630,605,599,722,64,67,58759,63242,39555,41495,17843,20227,214,203,374,511,13,28,760,778,40231,42184,18252,20653,507,515,539,669,44,50,2731,2216,2326,1870,187,171,45,43,37,39,12,13,124,80,2424,1936,253,210,123,90,60,53,20,17
Taos County,50,35,55,7,0,33041,16188,16853,14237,14853,142,119,1244,1214,120,196,30,24,415,447,14627,15269,210,188,1556,1553,178,261,47,44,6890,7605,5647,6276,81,52,879,886,82,159,4,5,197,227,5826,6483,118,89,1020,1051,116,199,14,18,9298,9248,8590,8577,61,67,365,328,38,37,26,19,218,220,8801,8786,92,99,536,502,62,62,33,26
Tarrant County,50,48,439,7,0,1946346,952358,993988,722197,741148,147223,166395,8700,8589,49989,53060,2246,2267,22003,22529,742031,761348,157221,176855,15556,15758,57612,60698,3468,3559,679092,724932,467710,491748,140503,158749,3579,3805,48410,51357,1702,1732,17188,17541,483139,507376,148476,167062,8303,8795,54846,57772,2599,2704,273266,269056,254487,249400,6720,7646,5121,4784,1579,1703,544,535,4815,4988,258892,253972,8745,9793,7253,6963,2766,2926,869,855
Tate County,50,28,137,7,0,28206,13639,14567,9355,9476,4036,4782,34,41,29,62,8,7,177,199,9514,9654,4152,4905,88,113,61,102,15,16,13260,14243,9045,9210,3992,4753,31,39,29,62,3,1,160,178,9187,9370,4100,4864,80,100,54,95,10,8,379,324,310,266,44,29,3,2,0,0,5,6,17,21,327,284,52,41,8,13,7,7,5,8
Tattnall County,50,13,267,7,0,25195,14536,10659,9178,7976,5026,2406,76,81,61,72,22,15,173,109,9334,8075,5150,2475,118,116,87,92,29,17,12942,9559,7762,7031,4935,2330,25,32,59,67,7,4,154,95,7901,7118,5046,2390,61,64,82,83,11,6,1594,1100,1416,945,91,76,51,49,2,5,15,11,19,14,1433,957,104,85,57,52,5,9,18,11
Taylor County,350,222,1433,49,0,234952,117108,117844,101562,103285,10730,9304,862,816,1395,1973,124,116,2435,2350,103796,105446,11994,10476,1607,1588,1991,2558,253,230,99619,100891,85748,87952,10100,8674,466,415,1264,1884,75,61,1966,1905,87551,89706,11154,9643,1022,1003,1772,2381,165,145,17489,16953,15814,15333,630,630,396,401,131,89,49,55,469,445,16245,15740,840,833,585,585,219,177,88,85
Tazewell County,100,68,364,14,0,178968,88420,90548,84239,87197,2100,1121,284,211,644,842,22,26,1131,1151,85304,88276,2635,1671,663,595,927,1132,54,59,86585,88936,82646,85789,2054,1086,211,150,628,823,19,22,1027,1066,83618,86787,2542,1604,533,487,896,1104,47,52,1835,1612,1593,1408,46,35,73,61,16,19,3,4,104,85,1686,1489,93,67,130,108,31,28,7,7
Tehama County,50,6,103,7,0,62961,31344,31617,28481,28693,363,236,1020,1087,401,445,59,51,1020,1105,29417,29708,587,467,1654,1783,612,679,125,128,23519,24311,21524,22238,291,165,568,638,339,392,43,33,754,845,22213,23013,463,345,1002,1144,522,598,93,92,7825,7306,6957,6455,72,71,452,449,62,53,16,18,266,260,7204,6695,124,122,652,639,90,81,32,36
Telfair County,50,13,271,7,0,16470,9773,6697,5845,4193,3681,2398,49,4,94,32,9,4,95,66,5917,4254,3732,2434,90,28,120,44,22,6,7622,6457,4129,3993,3338,2378,12,3,83,28,2,2,58,53,4173,4041,3370,2408,32,21,103,40,5,3,2151,240,1716,200,343,20,37,1,11,4,7,2,37,13,1744,213,362,26,58,7,17,4,17,3
Teller County,50,8,119,7,0,23378,11911,11467,11305,10846,101,63,140,126,76,135,16,12,273,285,11563,11111,171,136,280,274,142,202,31,33,11203,10739,10710,10239,93,55,99,81,67,130,12,11,222,223,10918,10445,146,110,210,189,128,191,25,30,708,728,595,607,8,8,41,45,9,5,4,1,51,62,645,666,25,26,70,85,14,11,6,3
Tensas Parish,50,22,107,7,0,4802,2331,2471,1046,1049,1261,1374,3,3,4,5,0,0,17,40,1063,1086,1271,1399,10,16,4,12,1,1,2282,2433,1005,1023,1254,1362,3,3,4,5,0,0,16,40,1021,1060,1263,1387,9,16,4,12,1,1,49,38,41,26,7,12,0,0,0,0,0,0,1,0,42,26,8,12,1,0,0,0,0,0
Terrebonne Parish,50,22,109,7,0,113579,56186,57393,40594,40755,10326,11240,3242,3334,665,631,69,75,1290,1358,41640,41872,11018,11971,3900,4030,849,834,184,163,52939,55022,37840,38790,10177,11104,3063,3190,612,598,35,58,1212,1282,38823,39846,10831,11796,3673,3842,783,784,140,142,3247,2371,2754,1965,149,136,179,144,53,33,34,17,78,76,2817,2026,187,175,227,188,66,50,44,21
Terrell County,100,61,716,14,0,10013,4822,5191,2147,2088,2557,2951,37,42,20,26,8,9,53,75,2192,2156,2589,2991,60,67,30,44,10,12,4455,4869,1844,1821,2536,2944,13,20,20,25,1,0,41,59,1879,1874,2560,2977,30,38,27,41,2,2,367,322,303,267,21,7,24,22,0,1,7,9,12,16,313,282,29,14,30,29,3,3,8,10
Terry County,50,48,445,7,0,12773,6786,5987,6156,5587,430,230,66,69,37,35,2,3,95,63,6242,5643,479,257,104,100,48,45,9,5,3221,2790,2752,2543,372,179,23,18,23,18,0,2,51,30,2797,2569,402,192,40,31,31,26,2,2,3565,3197,3404,3044,58,51,43,51,14,17,2,1,44,33,3445,3074,77,65,64,69,17,19,7,3
Teton County,150,102,219,21,0,39258,20136,19122,19292,18266,166,130,206,209,150,202,22,26,300,289,19573,18541,233,193,379,363,219,284,42,49,17373,16515,16737,15855,137,101,101,112,142,196,11,17,245,234,16965,16076,190,148,237,235,203,268,30,37,2763,2607,2555,2411,29,29,105,97,8,6,11,9,55,55,2608,2465,43,45,142,128,16,16,12,12
Texas County,100,69,354,14,0,47411,24957,22454,22124,21114,1477,267,353,279,470,316,48,53,485,425,22577,21517,1612,373,685,571,535,363,54,69,19293,17606,16937,16587,1380,195,214,164,339,293,14,16,409,351,17323,16918,1495,285,490,401,391,335,19,30,5664,4848,5187,4527,97,72,139,115,131,23,34,37,76,74,5254,4599,117,88,195,170,144,28,35,39
Thayer County,50,31,169,7,0,5228,2574,2654,2526,2590,5,17,3,10,10,8,0,0,30,29,2555,2617,17,29,17,23,15,17,0,1,2522,2593,2475,2534,5,14,3,10,10,7,0,0,29,28,2503,2560,17,25,16,23,15,15,0,1,52,61,51,56,0,3,0,0,0,1,0,0,1,1,52,57,0,4,1,0,0,2,0,0
Thomas County,150,64,639,21,0,53532,25544,27988,17218,18195,7612,8998,157,159,184,273,16,16,357,347,17537,18518,7802,9167,311,305,247,338,36,29,24496,27020,16391,17442,7529,8907,101,100,176,269,7,11,292,291,16650,17714,7685,9050,224,221,231,320,18,22,1048,968,827,753,83,91,56,59,8,4,9,5,65,56,887,804,117,117,87,84,16,18,18,7
Throckmorton County,50,48,447,7,0,1614,790,824,770,788,7,11,4,11,2,5,0,0,7,9,776,796,9,15,8,16,4,6,0,0,696,719,678,692,7,7,3,8,2,5,0,0,6,7,683,698,8,10,7,13,4,5,0,0,94,105,92,96,0,4,1,3,0,0,0,0,1,2,93,98,1,5,1,3,0,1,0,0
Thurston County,100,84,240,14,0,273009,134121,138888,109900,113240,5065,4088,4248,4353,6700,8779,1331,1391,6877,7037,116234,119760,7222,6218,6558,6826,9708,11827,2154,2262,122364,127968,100699,104768,4578,3657,3534,3708,6448,8534,1189,1273,5916,6028,106151,110347,6441,5462,5325,5659,9159,11256,1902,2026,11757,10920,9201,8472,487,431,714,645,252,245,142,118,961,1009,10083,9413,781,756,1233,1167,549,571,252,236
Tift County,50,13,277,7,0,40619,19580,21039,13282,13750,5597,6625,103,91,330,296,9,14,259,263,13504,13988,5769,6789,171,170,381,346,25,25,17194,18936,11142,11924,5476,6477,46,37,304,270,3,8,223,220,11330,12122,5625,6621,99,96,352,313,18,19,2386,2103,2140,1826,121,148,57,54,26,26,6,6,36,43,2174,1866,144,168,72,74,29,33,7,6
Tillamook County,50,41,57,7,0,25378,12776,12602,11999,11865,89,43,207,187,110,151,34,35,337,321,12314,12158,158,90,389,380,194,241,74,72,11387,11368,10747,10747,66,29,147,131,103,146,28,34,296,281,11022,11005,124,68,305,297,181,228,65,68,1389,1234,1252,1118,23,14,60,56,7,5,6,1,41,40,1292,1153,34,22,84,83,13,13,9,4
Tillman County,50,40,141,7,0,7613,3807,3806,3123,3175,355,310,166,146,11,23,8,5,144,147,3253,3307,398,361,261,243,29,38,13,6,2863,2849,2299,2359,316,257,127,106,9,21,2,1,110,105,2397,2454,351,297,198,171,22,32,7,2,944,957,824,816,39,53,39,40,2,2,6,4,34,42,856,853,47,64,63,72,7,6,6,4
Tioga County,100,78,224,14,0,92008,45670,46338,44264,45013,427,386,124,102,250,348,24,10,581,479,44796,45445,705,602,347,300,374,457,42,36,44919,45700,43646,44483,390,352,93,91,243,342,21,8,526,424,44129,44867,634,537,296,268,362,441,36,30,751,638,618,530,37,34,31,11,7,6,3,2,55,55,667,578,71,65,51,32,12,16,6,6
Tippah County,50,28,139,7,0,22054,10850,11204,8864,9087,1771,1886,40,42,22,22,2,2,151,165,9004,9240,1890,2018,76,75,31,42,6,8,10283,10721,8367,8673,1732,1852,22,20,22,21,1,0,139,155,8497,8817,1846,1979,50,49,31,38,2,4,567,483,497,414,39,34,18,22,0,1,1,2,12,10,507,423,44,39,26,26,0,4,4,4
Tippecanoe County,50,18,157,7,0,183670,93882,89788,79013,77418,4510,4556,359,331,8021,5702,55,43,1924,1738,80827,79068,5423,5400,819,753,8719,6323,144,115,86199,82671,72012,70955,4314,4299,193,195,7930,5605,35,31,1715,1586,73635,72460,5122,5064,558,548,8585,6192,107,94,7683,7117,7001,6463,196,257,166,136,91,97,20,12,209,152,7192,6608,301,336,261,205,134,131,37,21
Tipton County,100,65,326,14,0,77241,38110,39131,31512,31811,5557,6035,183,149,183,308,37,156,638,672,32120,32445,5863,6356,439,406,314,462,62,175,36977,38266,30584,31118,5481,5958,136,123,166,292,32,153,578,622,31138,31705,5759,6263,361,350,285,434,51,171,1133,865,928,693,76,77,47,26,17,16,5,3,60,50,982,740,104,93,78,56,29,28,11,4
Tishomingo County,50,28,141,7,0,19452,9389,10063,8968,9646,275,275,45,33,17,18,3,2,81,89,9033,9724,321,327,89,71,26,34,6,5,9112,9826,8732,9433,268,270,19,20,17,18,1,0,75,85,8793,9508,310,319,57,57,25,33,3,3,277,237,236,213,7,5,26,13,0,0,2,2,6,4,240,216,11,8,32,14,1,1,3,2
Titus County,50,48,449,7,0,32487,16061,16426,13671,13919,1593,1721,398,376,160,167,26,24,213,219,13869,14124,1700,1834,480,458,193,201,33,35,9134,9833,7325,7863,1460,1595,66,70,142,150,6,7,135,148,7450,8002,1536,1676,115,117,161,176,8,15,6927,6593,6346,6056,133,126,332,306,18,17,20,17,78,71,6419,6122,164,158,365,341,32,25,25,20
Todd County,150,94,493,21,0,46721,23460,23261,18148,17621,624,586,4218,4535,75,119,40,27,355,373,18493,17982,747,707,4419,4735,120,178,53,44,22291,22179,17259,16797,591,558,4031,4369,70,113,32,23,308,319,17557,17106,696,664,4208,4537,108,166,42,37,1169,1082,889,824,33,28,187,166,5,6,8,4,47,54,936,876,51,43,211,198,12,12,11,7
Tolland County,50,9,13,7,0,151597,75989,75608,68166,68514,3083,2366,186,173,3113,3176,78,26,1363,1353,69383,69747,3659,2972,536,542,3667,3706,186,93,71933,72091,64826,65627,2781,2083,139,108,3034,3128,19,16,1134,1129,65862,66662,3253,2556,433,398,3503,3608,79,69,4056,3517,3340,2887,302,283,47,65,79,48,59,10,229,224,3521,3085,406,416,103,144,164,98,107,24
Tom Green County,50,48,451,7,0,116881,58068,58813,52502,53663,2857,2526,660,618,738,804,79,67,1232,1135,53607,54688,3381,2983,1057,1002,1129,1166,162,170,36047,36361,31875,32533,2423,2068,214,202,639,718,47,45,849,795,32639,33250,2794,2386,447,441,941,1003,99,127,22021,22452,20627,21130,434,458,446,416,99,86,32,22,383,340,20968,21438,587,597,610,561,188,163,63,43
Tompkins County,50,36,109,7,0,104727,51506,53221,41750,43666,2219,2316,209,256,5666,5206,34,34,1628,1743,43235,45259,2907,3059,536,642,6436,6028,114,114,49092,50711,39895,41783,2015,2080,135,164,5608,5149,16,29,1423,1506,41201,43167,2573,2680,392,472,6341,5924,84,92,2414,2510,1855,1883,204,236,74,92,58,57,18,5,205,237,2034,2092,334,379,144,170,95,104,30,22
Tooele County,50,49,45,7,0,61625,31094,30531,29319,28848,320,226,404,399,234,268,150,145,667,645,29940,29449,493,380,664,668,428,460,245,225,27365,26966,25954,25643,277,194,275,251,188,243,145,134,526,501,26441,26109,416,316,452,430,363,414,227,203,3729,3565,3365,3205,43,32,129,148,46,25,5,11,141,144,3499,3340,77,64,212,238,65,46,18,22
Toole County,50,30,101,7,0,5135,2904,2231,2612,2068,32,11,197,84,17,13,2,0,44,55,2654,2121,42,23,227,118,21,21,4,4,2809,2175,2528,2023,30,11,190,76,17,12,1,0,43,53,2569,2074,40,23,219,108,21,20,3,4,95,56,84,45,2,0,7,8,0,1,1,0,1,2,85,47,2,0,8,10,0,1,1,0
Toombs County,50,13,279,7,0,27193,12889,14304,9268,9953,3219,3872,100,110,87,142,35,12,180,215,9433,10148,3345,4016,141,171,115,177,41,21,11195,12919,7775,8791,3133,3784,18,18,81,127,27,7,161,192,7924,8963,3246,3913,54,67,106,161,31,16,1694,1385,1493,1162,86,88,82,92,6,15,8,5,19,23,1509,1185,99,103,87,104,9,16,10,5
Torrance County,50,35,57,7,0,15586,8201,7385,7391,6713,204,142,334,274,31,49,24,21,217,186,7581,6880,267,196,467,396,77,79,36,24,4776,4395,4283,4016,148,76,175,140,20,43,9,9,141,111,4399,4114,191,113,262,210,53,61,18,12,3425,2990,3108,2697,56,66,159,134,11,6,15,12,76,75,3182,2766,76,83,205,186,24,18,18,12
Towner County,50,38,95,7,0,2298,1163,1135,1112,1059,2,3,36,46,2,0,0,0,11,27,1123,1086,8,9,39,64,4,3,0,0,1151,1129,1102,1054,2,2,34,46,2,0,0,0,11,27,1113,1081,8,8,37,64,4,3,0,0,12,6,10,5,0,1,2,0,0,0,0,0,0,0,10,5,0,1,2,0,0,0,0,0
Towns County,50,13,281,7,0,11087,5286,5801,5125,5615,60,74,15,19,40,50,2,3,44,40,5164,5652,82,87,34,42,47,58,3,3,5156,5647,5006,5487,53,61,14,17,40,46,0,0,43,36,5044,5520,74,72,33,38,47,54,1,0,130,154,119,128,7,13,1,2,0,4,2,3,1,4,120,132,8,15,1,4,0,4,2,3
Traill County,50,38,97,7,0,8063,4101,3962,3930,3813,54,14,46,49,6,26,0,1,65,59,3989,3868,77,31,79,78,21,39,4,6,3970,3834,3818,3697,45,12,38,46,6,25,0,1,63,53,3875,3747,66,26,71,73,21,37,4,5,131,128,112,116,9,2,8,3,0,1,0,0,2,6,114,121,11,5,8,5,0,2,0,1
Transylvania County,50,37,175,7,0,32991,15966,17025,14793,15978,748,583,73,56,80,92,4,11,268,305,15036,16258,897,741,180,189,116,138,11,21,15380,16563,14263,15552,728,574,54,50,78,91,2,7,255,289,14493,15819,870,725,156,175,114,134,8,15,586,462,530,426,20,9,19,6,2,1,2,4,13,16,543,439,27,16,24,14,2,4,3,6
Traverse County,50,27,155,7,0,3391,1687,1704,1551,1577,9,10,87,82,3,2,1,1,36,32,1586,1609,25,24,103,94,9,10,1,2,1649,1674,1523,1557,9,8,79,75,3,2,1,1,34,31,1556,1588,24,21,94,87,9,10,1,2,38,30,28,20,0,2,8,7,0,0,0,0,2,1,30,21,1,3,9,7,0,0,0,0
Travis County,50,48,453,7,0,1150996,579716,571280,470463,458634,50083,52784,7758,7271,37080,37846,664,666,13668,14079,483006,471498,54961,58027,12151,11818,43023,43862,1342,1410,380866,380988,287988,284485,45313,47716,1496,1407,35815,36531,358,370,9896,10479,297038,294008,48842,51648,4167,4310,40585,41437,801,895,198850,190292,182475,174149,4770,5068,6262,5864,1265,1315,306,296,3772,3600,185968,177490,6119,6379,7984,7508,2438,2425,541,515
Treasure County,50,30,103,7,0,696,362,334,348,312,1,0,4,12,1,2,0,0,8,8,356,320,2,1,7,18,6,3,0,0,347,329,336,310,1,0,4,11,1,2,0,0,5,6,341,316,2,1,6,16,4,2,0,0,15,5,12,2,0,0,0,1,0,0,0,0,3,2,15,4,0,0,1,2,2,1,0,0
Trego County,50,20,195,7,0,2916,1437,1479,1401,1438,10,9,7,2,4,9,1,1,14,20,1414,1456,18,14,13,14,7,13,1,2,1409,1444,1375,1408,10,9,7,2,4,9,1,1,12,15,1386,1422,18,12,12,11,6,12,1,2,28,35,26,30,0,0,0,0,0,0,0,0,2,5,28,34,0,2,1,3,1,1,0,0
Trempealeau County,50,55,121,7,0,29515,14877,14638,14455,14221,71,72,122,82,87,114,11,6,131,143,14579,14359,127,129,188,152,108,138,15,9,13740,13730,13471,13416,57,58,33,37,81,107,2,1,96,111,13562,13522,99,105,80,87,95,129,4,3,1137,908,984,805,14,14,89,45,6,7,9,5,35,32,1017,837,28,24,108,65,13,9,11,6
Treutlen County,50,13,283,7,0,6808,3433,3375,2280,2227,1095,1090,11,7,11,11,1,1,35,39,2312,2263,1119,1111,21,22,15,17,1,1,3325,3296,2190,2162,1082,1083,9,6,11,11,0,1,33,33,2220,2193,1105,1101,18,19,15,15,0,1,108,79,90,65,13,7,2,1,0,0,1,0,2,6,92,70,14,10,3,3,0,2,1,0
Trigg County,50,21,221,7,0,14134,6907,7227,6223,6458,516,563,19,31,20,41,1,5,128,129,6344,6581,576,636,76,76,42,58,5,12,6768,7124,6105,6375,516,559,18,24,20,41,1,4,108,121,6208,6491,569,629,66,64,35,57,5,11,139,103,118,83,0,4,1,7,0,0,0,1,20,8,136,90,7,7,10,12,7,1,0,1
Trimble County,50,21,223,7,0,8729,4406,4323,4260,4177,44,43,31,18,23,26,3,6,45,53,4305,4228,56,67,54,35,33,39,4,8,4262,4203,4153,4090,34,17,9,12,22,25,2,6,42,53,4195,4141,46,41,30,29,31,38,3,8,144,120,107,87,10,26,22,6,1,1,1,0,3,0,110,87,10,26,24,6,2,1,1,0
Trinity County,100,54,560,14,0,27369,13568,13801,11951,12052,687,772,397,401,69,114,13,12,451,450,12365,12474,805,884,683,676,139,191,39,37,12407,12711,10970,11119,673,761,302,316,59,106,13,7,390,402,11327,11496,769,852,556,569,121,175,35,30,1161,1090,981,933,14,11,95,85,10,8,0,5,61,48,1038,978,36,32,127,107,18,16,4,7
Tripp County,50,46,123,7,0,5499,2715,2784,2236,2300,12,10,382,397,12,16,0,1,73,60,2305,2360,21,19,440,439,22,25,3,2,2678,2725,2223,2268,9,10,365,374,12,16,0,1,69,56,2289,2324,16,18,421,414,19,25,3,1,37,59,13,32,3,0,17,23,0,0,0,0,4,4,16,36,5,1,19,25,3,0,0,1
Troup County,50,13,285,7,0,69489,33469,36020,20567,21568,11502,13120,137,138,667,605,60,53,536,536,21070,22058,11853,13479,269,265,757,706,78,75,32069,34843,19449,20637,11395,12998,71,92,652,596,19,16,483,504,19902,21099,11714,13337,183,208,733,692,36,37,1400,1177,1118,931,107,122,66,46,15,9,41,37,53,32,1168,959,139,142,86,57,24,14,42,38
Trousdale County,50,47,169,7,0,8002,3969,4033,3482,3548,358,363,29,32,7,16,2,2,91,72,3572,3618,421,401,57,63,11,21,2,3,3834,3914,3372,3455,353,359,14,16,6,16,2,2,87,66,3458,3519,412,394,42,46,10,18,2,3,135,119,110,93,5,4,15,16,1,0,0,0,4,6,114,99,9,7,15,17,1,3,0,0
