CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Fairbanks North Star Borough,50,2,90,7,0,99371,53762,45609,42301,34637,3196,2202,3518,3682,1362,1695,235,303,3150,3090,45180,37471,3935,2927,5396,5550,2239,2528,428,462,49394,42146,38848,31926,2941,1983,3292,3506,1293,1623,218,267,2802,2841,41413,34535,3580,2628,4951,5224,2084,2385,385,408,4368,3463,3453,2711,255,219,226,176,69,72,17,36,348,249,3767,2936,355,299,445,326,155,143,43,54
Fairfax County,50,51,59,7,0,1139045,563895,575150,381037,378309,54959,58430,3714,3316,103422,114416,580,478,20183,20201,399710,396859,60986,64891,7365,7167,116230,126958,1470,1405,469244,484496,296570,297601,51495,54761,1009,976,102404,113386,344,371,17422,17401,312680,313573,56411,60057,3580,3727,114069,124754,1086,1122,94651,90654,84467,80708,3464,3669,2705,2340,1018,1030,236,107,2761,2800,87030,83286,4575,4834,3785,3440,2161,2204,384,283
Fairfax city,50,51,600,7,0,23694,11717,11977,8599,8847,641,638,84,110,1998,1965,14,15,381,402,8944,9197,767,773,179,210,2183,2177,35,33,9752,10031,6862,7155,586,581,35,28,1967,1927,8,6,294,334,7130,7450,673,681,91,100,2134,2124,22,20,1965,1946,1737,1692,55,57,49,82,31,38,6,9,87,68,1814,1747,94,92,88,110,49,53,13,13
Fairfield County,150,93,85,21,0,1119138,546501,572637,441466,456300,65352,74127,2710,2300,25491,28410,567,487,10915,11013,451047,465831,71411,80646,5292,5135,29215,31890,1361,1183,455156,484006,363181,380518,58269,66405,743,753,24830,27848,171,191,7962,8291,370198,387651,62199,70828,2435,2685,28106,31020,655,678,91345,88631,78285,75782,7083,7722,1967,1547,661,562,396,296,2953,2722,80849,78180,9212,9818,2857,2450,1109,870,706,505
Fall River County,50,46,47,7,0,6864,3486,3378,3046,2975,50,26,251,236,21,39,3,1,115,101,3154,3068,69,44,343,310,34,55,7,4,3360,3241,2957,2878,44,22,228,210,21,36,3,1,107,94,3057,2964,62,39,315,281,33,49,5,3,126,137,89,97,6,4,23,26,0,3,0,0,8,7,97,104,7,5,28,29,1,6,2,1
Fallon County,50,30,25,7,0,3111,1606,1505,1547,1472,5,0,16,9,10,8,3,1,25,15,1572,1487,10,7,28,16,17,8,4,2,1575,1484,1522,1452,5,0,13,8,10,8,3,1,22,15,1544,1467,9,7,24,15,16,8,4,2,31,21,25,20,0,0,3,1,0,0,0,0,3,0,28,20,1,0,4,1,1,0,0,0
Falls Church city,50,51,610,7,0,13481,6592,6889,5397,5524,336,325,30,31,522,704,5,7,302,298,5679,5793,427,407,89,95,690,883,17,17,5963,6225,4872,4945,312,312,12,16,513,688,5,6,249,258,5107,5180,381,372,49,63,667,858,10,14,629,664,525,579,24,13,18,15,9,16,0,1,53,40,572,613,46,35,40,32,23,25,7,3
Falls County,50,48,145,7,0,17176,8142,9034,6011,6310,1853,2422,90,83,33,51,12,14,143,154,6138,6450,1925,2513,149,134,58,74,18,22,6138,7162,4225,4618,1758,2333,31,38,25,43,4,8,95,122,4307,4730,1809,2406,66,74,47,62,7,16,2004,1872,1786,1692,95,89,59,45,8,8,8,6,48,32,1831,1720,116,107,83,60,11,12,11,6
Fannin County,100,61,258,14,0,57489,29458,28031,26781,26259,1730,828,248,244,141,169,15,11,543,520,27293,26734,1921,1033,558,522,213,242,34,27,27075,26407,24603,24793,1675,780,187,197,128,162,7,8,475,467,25053,25221,1842,959,455,454,191,225,20,22,2383,1624,2178,1466,55,48,61,47,13,7,8,3,68,53,2240,1513,79,74,103,68,22,17,14,5
Faribault County,50,27,43,7,0,14156,7010,7146,6831,6964,46,28,41,56,22,31,1,3,69,64,6891,7019,75,60,76,86,39,47,2,4,6551,6724,6419,6578,38,24,19,38,20,30,1,1,54,53,6466,6625,64,52,42,60,35,43,2,2,459,422,412,386,8,4,22,18,2,1,0,2,15,11,425,394,11,8,34,26,4,4,0,2
Faulk County,50,46,49,7,0,2345,1175,1170,1155,1151,5,4,2,2,3,2,0,0,10,11,1164,1161,5,9,10,7,5,5,1,0,1162,1160,1143,1142,4,3,2,2,3,2,0,0,10,11,1152,1152,4,8,10,7,5,5,1,0,13,10,12,9,1,1,0,0,0,0,0,0,0,0,12,9,1,1,0,0,0,0,0,0
Faulkner County,50,5,45,7,0,120878,59157,61721,50273,51996,6512,7151,382,436,753,790,48,48,1189,1300,51336,53153,7026,7733,834,952,1031,1087,172,166,56518,59415,47950,50013,6396,7068,304,330,741,775,33,35,1094,1194,48925,51075,6877,7615,707,787,1000,1047,150,143,2639,2306,2323,1983,116,83,78,106,12,15,15,13,95,106,2411,2078,149,118,127,165,31,40,22,23
Fauquier County,50,51,61,7,0,68382,33787,34595,29581,30122,2789,2818,160,149,423,610,32,33,802,863,30307,30907,3253,3332,372,394,627,824,63,63,31273,32193,27367,28020,2687,2717,94,91,395,590,16,21,714,754,28018,28706,3098,3167,264,286,592,786,43,48,2514,2402,2214,2102,102,101,66,58,28,20,16,12,88,109,2289,2201,155,165,108,108,35,38,20,15
Fayette County,550,319,707,77,0,775743,382747,392996,317316,326093,47664,48761,1336,1312,9022,9265,262,217,7147,7348,323891,332839,51968,53322,3182,3286,10735,10958,515,504,361747,375014,299037,310685,46430,47514,813,834,8838,9099,162,159,6467,6723,305009,316881,50376,51704,2372,2547,10404,10669,374,400,21000,17982,18279,15408,1234,1247,523,478,184,166,100,58,680,625,18882,15958,1592,1618,810,739,331,289,141,104
Fentress County,50,47,49,7,0,17862,8752,9110,8585,8922,36,37,32,30,24,26,2,2,73,93,8654,9007,59,66,75,94,37,34,4,5,8638,8990,8490,8818,29,32,29,29,22,22,2,2,66,87,8552,8898,51,61,68,87,34,29,3,3,114,120,95,104,7,5,3,1,2,4,0,0,7,6,102,109,8,5,7,7,3,5,1,2
Fergus County,50,30,27,7,0,11433,5766,5667,5544,5427,20,28,91,66,16,20,0,0,95,126,5634,5549,43,54,156,151,29,40,3,2,5631,5534,5428,5323,18,24,87,56,16,20,0,0,82,111,5506,5432,39,44,143,131,27,39,2,2,135,133,116,104,2,4,4,10,0,0,0,0,13,15,128,117,4,10,13,20,2,1,1,0
Ferry County,50,53,19,7,0,7651,3955,3696,3045,2818,36,14,637,647,26,38,8,10,203,169,3239,2977,81,57,774,758,51,59,16,19,3766,3556,2929,2727,32,10,602,612,24,37,8,10,171,160,3091,2878,69,49,717,719,48,56,15,16,189,140,116,91,4,4,35,35,2,1,0,0,32,9,148,99,12,8,57,39,3,3,1,3
Fillmore County,100,58,104,14,0,26446,13242,13204,13001,12931,59,55,37,36,44,81,2,0,99,101,13093,13020,95,95,83,82,71,107,4,5,12976,13006,12773,12766,57,46,22,29,41,75,1,0,82,90,12849,12845,88,82,55,69,66,99,3,5,266,198,228,165,2,9,15,7,3,6,1,0,17,11,244,175,7,13,28,13,5,8,1,0
Finney County,50,20,55,7,0,37147,18973,18174,16823,16421,699,463,279,235,855,780,19,19,298,256,17091,16657,844,600,405,331,900,826,34,29,9633,9598,7949,8281,573,318,80,75,816,735,5,8,210,181,8138,8448,682,424,165,136,849,768,12,13,9340,8576,8874,8140,126,145,199,160,39,45,14,11,88,75,8953,8209,162,176,240,195,51,58,22,16
Fisher County,50,48,151,7,0,3828,1892,1936,1754,1800,72,76,22,19,9,7,0,0,35,34,1787,1831,85,92,40,37,14,10,1,1,1362,1405,1263,1311,62,63,13,8,7,4,0,0,17,19,1279,1328,70,73,18,18,11,5,1,0,530,531,491,489,10,13,9,11,2,3,0,0,18,15,508,503,15,19,22,19,3,5,0,1
Flagler County,50,12,35,7,0,102561,49225,53336,41351,44423,5540,6319,218,172,1070,1382,44,44,1002,996,42233,45285,6096,6855,464,448,1362,1667,119,136,44434,48075,37222,39851,5174,5927,147,125,1032,1296,30,33,829,843,37952,40578,5627,6363,351,362,1287,1551,92,106,4791,5261,4129,4572,366,392,71,47,38,86,14,11,173,153,4281,4707,469,492,113,86,75,116,27,30
Flathead County,50,30,29,7,0,94726,47135,47591,44979,45275,176,164,636,650,263,408,42,40,1039,1054,45978,46276,330,324,1325,1353,495,658,96,88,45860,46359,43954,44260,154,146,547,570,256,394,34,34,915,955,44838,45170,283,288,1146,1201,465,620,82,76,1275,1232,1025,1015,22,18,89,80,7,14,8,6,124,99,1140,1106,47,36,179,152,30,38,14,12
Fleming County,50,21,69,7,0,14510,7153,7357,6954,7130,106,121,15,8,11,24,0,1,67,73,7019,7200,140,170,42,29,21,32,1,1,7041,7282,6863,7071,98,111,10,7,9,23,0,1,61,69,6922,7137,130,157,33,27,18,31,1,1,112,75,91,59,8,10,5,1,2,1,0,0,6,4,97,63,10,13,9,2,3,1,0,0
Florence County,100,100,78,14,0,143449,67440,76009,39027,41319,26339,32369,262,325,951,1063,21,16,840,917,39736,42078,26860,32962,561,675,1105,1201,62,59,65753,74331,37777,40120,26079,32064,189,264,929,1038,20,15,759,830,38419,40804,26559,32608,454,574,1062,1164,57,54,1687,1678,1250,1199,260,305,73,61,22,25,1,1,81,87,1317,1274,301,354,107,101,43,37,5,5
Floyd County,300,170,512,42,0,247969,121005,126964,107458,112769,9534,10143,660,557,1215,1382,176,141,1962,1972,109301,114619,10644,11325,1270,1157,1553,1724,244,186,112184,119203,99915,106003,9174,9823,224,256,1132,1321,45,47,1694,1753,101505,107646,10152,10882,704,765,1450,1636,104,85,8821,7761,7543,6766,360,320,436,301,83,61,131,94,268,219,7796,6973,492,443,566,392,103,88,140,101
Fluvanna County,50,51,65,7,0,26056,11882,14174,9871,11386,1634,2346,32,39,80,114,6,9,259,280,10102,11618,1792,2526,101,128,134,167,25,24,11472,13751,9520,11038,1601,2315,29,31,75,106,6,6,241,255,9734,11253,1751,2480,89,104,127,157,24,19,410,423,351,348,33,31,3,8,5,8,0,3,18,25,368,365,41,46,12,24,7,10,1,5
Foard County,50,48,155,7,0,1268,612,656,572,596,26,42,2,3,2,8,0,0,10,7,582,603,29,46,7,5,3,8,1,1,491,543,454,490,26,42,1,2,2,6,0,0,8,3,462,493,29,44,5,2,3,6,0,1,121,113,118,106,0,0,1,1,0,2,0,0,2,4,120,110,0,2,2,3,0,2,1,0
Fond du Lac County,50,55,39,7,0,102010,50181,51829,47741,49234,750,875,286,282,710,759,22,24,672,655,48363,49853,1087,1208,523,506,860,905,49,46,47600,49413,45410,47047,667,803,229,235,689,740,9,17,596,571,45967,47587,973,1099,418,418,830,873,33,35,2581,2416,2331,2187,83,72,57,47,21,19,13,7,76,84,2396,2266,114,109,105,88,30,32,16,11
Ford County,100,37,110,14,0,48573,24801,23772,23058,22298,671,471,296,279,294,344,66,47,416,333,23431,22601,842,623,497,422,385,415,90,68,14653,14986,13485,13934,532,393,87,83,266,314,35,23,248,239,13710,14147,639,504,187,181,331,368,45,35,10148,8786,9573,8364,139,78,209,196,28,30,31,24,168,94,9721,8454,203,119,310,241,54,47,45,33
Forest County,100,97,94,14,0,16646,9690,6956,7322,6063,1491,42,681,654,13,34,8,5,175,158,7474,6214,1539,89,795,754,46,56,17,8,9187,6816,6946,5990,1455,34,618,605,13,33,8,5,147,149,7079,6132,1497,76,712,701,37,54,14,8,503,140,376,73,36,8,63,49,0,1,0,0,28,9,395,82,42,13,83,53,9,2,3,0
Forrest County,50,28,35,7,0,76014,36310,39704,22258,23292,12969,15269,158,122,421,410,41,30,463,581,22648,23776,13257,15626,304,311,527,543,65,60,34957,38589,21198,22419,12826,15138,91,91,410,395,21,27,411,519,21545,22849,13083,15462,214,258,510,512,42,54,1353,1115,1060,873,143,131,67,31,11,15,20,3,52,62,1103,927,174,164,90,53,17,31,23,6
Forsyth County,100,50,184,14,0,569475,274901,294574,205327,215148,48846,57458,2090,1981,12969,14085,369,293,5300,5609,209979,220035,51828,60764,3770,3836,14522,15655,567,529,241116,262985,177665,189453,45630,54289,709,765,12704,13843,203,147,4205,4488,181363,193361,47974,56909,1909,2122,14072,15218,346,307,33785,31589,27662,25695,3216,3169,1381,1216,265,242,166,146,1095,1121,28616,26674,3854,3855,1861,1714,450,437,221,222
Fort Bend County,50,48,157,7,0,686650,337455,349195,196358,196594,67934,76943,2058,1939,63952,66243,291,330,6862,7146,202283,202719,70728,79962,3750,3759,67548,69920,656,721,255273,266185,120618,120430,65320,73984,731,692,63074,65340,124,183,5406,5556,125257,125140,67512,76340,1878,1917,66072,68344,389,476,82182,83010,75740,76164,2614,2959,1327,1247,878,903,167,147,1456,1590,77026,77579,3216,3622,1872,1842,1476,1576,267,245
Foster County,50,38,31,7,0,3362,1682,1680,1643,1631,5,5,16,18,6,9,0,0,12,17,1653,1646,10,12,22,26,8,13,1,0,1663,1658,1624,1611,5,5,16,18,6,9,0,0,12,15,1634,1624,10,11,22,25,8,13,1,0,19,22,19,20,0,0,0,0,0,0,0,0,0,2,19,22,0,1,0,1,0,0,0,0
Fountain County,50,18,45,7,0,16723,8326,8397,8147,8191,35,36,29,32,18,35,5,6,92,97,8234,8281,74,80,63,80,39,55,8,6,8116,8198,7956,8014,28,29,25,27,17,34,0,1,90,93,8041,8101,66,69,58,74,38,53,3,1,210,199,191,177,7,7,4,5,1,1,5,5,2,4,193,180,8,11,5,6,1,2,5,5
Franklin County,1200,681,1308,168,0,2204369,1085432,1118937,860586,880874,158958,169446,6947,6758,32029,33753,815,844,26097,27262,884347,905567,174630,186236,14835,15207,38117,39931,1703,1769,1009107,1050133,795661,822217,153579,164724,4738,4959,31373,33058,499,550,23257,24625,816863,844545,167598,179891,11390,12313,36970,38751,1244,1315,76325,68804,64925,58657,5379,4722,2209,1799,656,695,316,294,2840,2637,67484,61022,7032,6345,3445,2894,1147,1180,459,454
Franklin Parish,50,22,41,7,0,20449,9946,10503,6619,6923,3158,3414,27,26,26,40,5,8,111,92,6719,7005,3219,3466,71,59,40,54,12,13,9788,10374,6514,6847,3124,3384,22,25,25,38,3,5,100,75,6603,6916,3181,3425,59,53,37,48,10,8,158,129,105,76,34,30,5,1,1,2,2,3,11,17,116,89,38,41,12,6,3,6,2,5
Franklin city,50,51,620,7,0,8423,3799,4624,1579,1772,2096,2695,18,17,29,43,2,1,75,96,1644,1849,2150,2753,33,48,45,69,4,7,3701,4529,1520,1712,2074,2668,16,15,28,43,2,1,61,90,1572,1785,2119,2723,27,42,41,68,4,7,98,95,59,60,22,27,2,2,1,0,0,0,14,6,72,64,31,30,6,6,4,1,0,0
Frederick County,100,75,90,14,0,325942,161150,164792,136828,140049,13615,13216,735,707,5724,6421,139,136,4109,4263,140585,143969,15873,15657,1616,1654,7125,7788,297,297,147368,152018,125105,129232,12624,12351,358,333,5594,6298,90,82,3597,3722,128413,132663,14591,14476,1044,1077,6898,7566,226,221,13782,12774,11723,10817,991,865,377,374,130,123,49,54,512,541,12172,11306,1282,1181,572,577,227,222,71,76
Fredericksburg city,50,51,630,7,0,28305,12896,15409,8789,10578,3142,3683,116,101,356,480,14,17,479,550,9199,11046,3432,4003,225,233,501,672,42,46,11326,13816,7576,9337,2963,3505,43,36,333,453,9,13,402,472,7925,9739,3204,3788,126,135,464,626,29,38,1570,1593,1213,1241,179,178,73,65,23,27,5,4,77,78,1274,1307,228,215,99,98,37,46,13,8
Freeborn County,50,27,47,7,0,30789,15275,15514,14575,14930,218,138,75,58,194,209,15,16,198,163,14753,15078,295,201,150,119,259,264,26,22,13749,14109,13171,13625,173,103,41,32,181,201,4,8,179,140,13331,13753,246,160,105,81,244,249,12,12,1526,1405,1404,1305,45,35,34,26,13,8,11,8,19,23,1422,1325,49,41,45,38,15,15,14,10
Freestone County,50,48,161,7,0,19647,10205,9442,8013,7658,1804,1443,142,126,66,64,1,2,179,149,8174,7790,1866,1511,238,200,101,87,14,7,8599,8178,6655,6601,1748,1388,43,42,39,43,1,2,113,102,6761,6692,1788,1437,103,90,58,60,7,4,1606,1264,1358,1057,56,55,99,84,27,21,0,0,66,47,1413,1098,78,74,135,110,43,27,7,3
Fremont County,200,99,170,28,0,107007,57246,49761,48768,43301,2005,256,4908,4812,418,283,32,41,1115,1068,49840,44333,2178,436,5689,5567,593,442,99,82,50537,45873,42943,40140,1896,213,4354,4348,400,264,21,26,923,882,43831,40993,2041,355,4988,4967,555,405,77,59,6709,3888,5825,3161,109,43,554,464,18,19,11,15,192,186,6009,3340,137,81,701,600,38,37,22,23
Fresno County,50,6,19,7,0,964983,481632,483351,372937,373296,28367,28027,14382,14332,50579,51918,1298,1284,14069,14494,385306,386003,32668,32540,20175,20362,56399,57858,2439,2463,227074,235989,145195,152867,23223,22528,2940,3067,46801,48159,650,642,8265,8726,152416,160455,25966,25477,5406,5805,50859,52335,1395,1406,254558,247362,227742,220429,5144,5499,11442,11265,3778,3759,648,642,5804,5768,232890,225548,6702,7063,14769,14557,5540,5523,1044,1057
Frio County,50,48,163,7,0,18577,10919,7658,9728,7370,622,102,91,67,374,54,1,2,103,63,9822,7428,665,142,139,86,391,63,7,4,2572,1542,1612,1387,536,59,18,20,357,38,1,2,48,36,1653,1421,557,82,37,30,369,42,4,3,8347,6116,8116,5983,86,43,73,47,17,16,0,0,55,27,8169,6007,108,60,102,56,22,21,3,1
Frontier County,50,31,63,7,0,2714,1394,1320,1373,1298,2,1,6,8,1,4,0,0,12,9,1384,1305,6,5,12,13,5,5,0,1,1369,1287,1348,1268,2,1,6,5,1,4,0,0,12,9,1359,1275,6,5,12,10,5,5,0,1,25,33,25,30,0,0,0,3,0,0,0,0,0,0,25,30,0,0,0,3,0,0,0,0
Fulton County,400,191,494,56,0,1182679,576952,605727,323329,318601,206784,239321,2102,1970,33817,33926,372,244,10548,11665,331812,327770,213019,246673,5185,5619,37755,38057,844,741,533233,566813,287387,286970,201782,234613,1036,1136,33547,33615,208,146,9273,10333,294828,295027,207173,241056,3592,4239,37182,37415,601,578,43719,38914,35942,31631,5002,4708,1066,834,270,311,164,98,1275,1332,36984,32743,5846,5617,1593,1380,573,642,243,163
Furnas County,50,31,65,7,0,4883,2423,2460,2357,2409,12,6,17,11,3,9,2,2,32,23,2388,2431,25,15,27,22,11,12,5,5,2327,2396,2272,2352,9,6,14,6,3,8,2,2,27,22,2298,2373,22,15,21,16,10,11,4,5,96,64,85,57,3,0,3,5,0,1,0,0,5,1,90,58,3,0,6,6,1,1,1,0
Gadsden County,50,12,39,7,0,46147,21949,24198,9723,9858,11692,13761,125,125,118,185,35,33,256,236,9936,10060,11832,13883,215,211,163,231,63,55,19497,21987,7596,7966,11540,13588,43,69,107,174,6,7,205,183,7762,8118,11652,13682,117,141,145,210,30,23,2452,2211,2127,1892,152,173,82,56,11,11,29,26,51,53,2174,1942,180,201,98,70,18,21,33,32
Gage County,50,31,67,7,0,21662,10729,10933,10370,10598,84,38,76,76,53,64,2,4,144,153,10508,10741,132,101,147,159,83,78,8,11,10504,10699,10192,10396,80,37,58,66,47,57,2,4,125,139,10311,10525,125,93,117,141,72,70,8,11,225,234,178,202,4,1,18,10,6,7,0,0,19,14,197,216,7,8,30,18,11,8,0,0
Gaines County,50,48,165,7,0,19279,9745,9534,9208,9078,222,210,117,91,67,35,6,2,125,118,9319,9184,266,260,189,157,90,49,10,5,5794,5849,5473,5564,170,153,38,30,60,29,0,0,53,73,5519,5630,191,187,64,68,72,38,3,1,3951,3685,3735,3514,52,57,79,61,7,6,6,2,72,45,3800,3554,75,73,125,89,18,11,7,4
Galax city,50,51,640,7,0,6912,3235,3677,2861,3344,255,228,9,13,17,23,11,9,82,60,2939,3398,313,265,28,33,27,32,11,10,2744,3160,2437,2881,218,202,3,5,16,23,2,1,68,48,2502,2925,266,232,18,21,25,30,2,1,491,517,424,463,37,26,6,8,1,0,9,8,14,12,437,473,47,33,10,12,2,2,9,9
Gallatin County,150,68,167,21,0,111200,56907,54293,54299,51748,379,240,521,541,613,739,57,48,1038,977,55298,52700,587,460,1021,1015,984,1065,113,97,55066,52519,52675,50186,350,223,447,468,584,720,46,29,964,893,53607,51055,542,419,895,892,935,1026,98,73,1841,1774,1624,1562,29,17,74,73,29,19,11,19,74,84,1691,1645,45,41,126,123,49,39,15,24
Gallia County,50,39,53,7,0,30326,14937,15389,14040,14705,448,337,75,49,92,70,0,2,282,226,14303,14920,599,460,185,139,130,94,11,11,14752,15198,13909,14544,435,329,67,43,86,69,0,0,255,213,14147,14747,571,444,166,127,120,93,10,9,185,191,131,161,13,8,8,6,6,1,0,2,27,13,156,173,28,16,19,12,10,1,1,2
Galveston County,50,48,167,7,0,314283,155269,159014,125458,126447,20150,22597,1239,1239,5138,5619,139,138,3145,2974,128376,129188,21378,23798,2368,2282,6207,6617,299,300,117635,122055,90552,92064,19163,21534,560,573,4907,5427,88,89,2365,2368,92746,94245,20103,22510,1305,1323,5787,6277,207,216,37634,36959,34906,34383,987,1063,679,666,231,192,51,49,780,606,35630,34943,1275,1288,1063,959,420,340,92,84
Garden County,50,31,69,7,0,1912,976,936,947,911,8,0,6,12,0,0,0,0,15,13,962,924,13,6,12,17,6,1,0,2,918,908,893,887,8,0,4,10,0,0,0,0,13,11,906,898,11,5,9,14,5,1,0,2,58,28,54,24,0,0,2,2,0,0,0,0,2,2,56,26,2,1,3,3,1,0,0,0
Garfield County,300,211,236,42,0,130951,66098,64853,59703,58739,1625,1236,1542,1549,684,775,743,721,1801,1833,61390,60469,2199,1870,2635,2625,971,1085,839,805,53771,53492,48672,48699,1352,995,976,942,608,705,716,682,1447,1469,50025,50089,1850,1520,1796,1768,859,967,794,746,12327,11361,11031,10040,273,241,566,607,76,70,27,39,354,364,11365,10380,349,350,839,857,112,118,45,59
Garland County,50,5,51,7,0,97185,46931,50254,41020,44104,4076,4250,326,341,341,458,40,28,1128,1073,42086,45130,4593,4752,824,815,532,624,74,67,44285,47773,38642,41881,3988,4154,269,278,336,446,30,25,1020,989,39609,42827,4466,4628,706,703,500,597,62,57,2646,2481,2378,2223,88,96,57,63,5,12,10,3,108,84,2477,2303,127,124,118,112,32,27,12,10
Garrard County,50,21,79,7,0,16934,8340,8594,7991,8298,205,169,18,18,14,30,5,3,107,76,8096,8369,255,210,64,43,29,45,6,6,8116,8426,7797,8145,196,162,13,16,14,30,1,0,95,73,7891,8214,242,201,53,41,26,44,1,2,224,168,194,153,9,7,5,2,0,0,4,3,12,3,205,155,13,9,11,2,3,1,5,4
Garrett County,50,24,23,7,0,29652,14763,14889,14381,14543,209,110,19,26,31,107,1,0,122,103,14486,14641,262,160,65,58,58,128,16,9,14608,14741,14232,14403,205,110,19,22,31,107,1,0,120,99,14336,14497,257,160,64,53,57,125,16,9,155,148,149,140,4,0,0,4,0,0,0,0,2,4,150,144,5,0,1,5,1,3,0,0
Garvin County,50,40,49,7,0,27531,13579,13952,11195,11506,389,388,1215,1185,72,83,15,11,693,779,11862,12254,515,535,1781,1835,107,119,32,21,12401,12987,10255,10755,358,358,1110,1097,69,73,3,5,606,699,10835,11428,471,480,1602,1684,100,104,19,14,1178,965,940,751,31,30,105,88,3,10,12,6,87,80,1027,826,44,55,179,151,7,15,13,7
Garza County,50,48,169,7,0,6445,4161,2284,3751,2050,306,167,23,26,46,9,5,2,30,30,3777,2080,325,183,32,36,50,13,7,3,1854,1357,1540,1180,276,132,8,18,6,8,3,0,21,19,1560,1199,291,141,13,23,8,12,3,1,2307,927,2211,870,30,35,15,8,40,1,2,2,9,11,2217,881,34,42,19,13,42,1,4,2
Gasconade County,50,29,73,7,0,14885,7340,7545,7151,7367,50,19,19,23,28,48,0,4,92,84,7234,7443,83,53,68,61,45,65,7,8,7237,7441,7057,7273,50,17,14,19,28,48,0,4,88,80,7136,7345,81,49,60,55,45,65,7,8,103,104,94,94,0,2,5,4,0,0,0,0,4,4,98,98,2,4,8,6,0,0,0,0
Gaston County,50,37,71,7,0,211040,102332,108708,82560,86506,15832,18126,590,559,1445,1614,59,47,1846,1856,84269,88221,16951,19272,1173,1163,1775,1932,115,100,95378,102184,76427,80892,15379,17593,413,377,1407,1581,33,26,1719,1715,78021,82475,16429,18654,939,925,1720,1885,86,74,6954,6524,6133,5614,453,533,177,182,38,33,26,21,127,141,6248,5746,522,618,234,238,55,47,29,26
Gates County,50,37,73,7,0,11550,5643,5907,3656,3719,1814,2011,31,33,11,12,9,4,122,128,3761,3829,1881,2091,81,82,30,30,18,13,5516,5804,3561,3644,1798,1998,29,30,11,11,5,4,112,117,3656,3745,1861,2069,73,75,30,28,13,13,127,103,95,75,16,13,2,3,0,1,4,0,10,11,105,84,20,22,8,7,0,2,5,0
Geary County,50,20,61,7,0,36722,19558,17164,13733,11942,3746,3149,273,237,533,706,158,150,1115,980,14724,12805,4388,3710,556,512,921,1041,239,224,16627,14552,11469,9945,3476,2872,162,152,461,659,141,125,918,799,12291,10654,4010,3328,363,346,793,944,204,185,2931,2612,2264,1997,270,277,111,85,72,47,17,25,197,181,2433,2151,378,382,193,166,128,97,35,39
Geauga County,50,39,55,7,0,94099,46446,47653,45110,46144,610,641,53,44,262,397,6,6,405,421,45489,46533,776,826,188,196,387,515,23,22,45792,47047,44514,45594,593,625,36,34,258,392,6,6,385,396,44876,45958,746,798,163,172,381,507,23,21,654,606,596,550,17,16,17,10,4,5,0,0,20,25,613,575,30,28,25,24,6,8,0,1
Gem County,50,16,45,7,0,16774,8339,8435,7974,8030,25,13,80,78,60,114,12,7,188,193,8155,8216,48,45,202,198,102,153,27,21,7635,7790,7335,7458,22,12,51,48,55,109,9,5,163,158,7492,7613,42,34,154,145,94,144,23,16,704,645,639,572,3,1,29,30,5,5,3,2,25,35,663,603,6,11,48,53,8,9,4,5
Genesee County,100,62,86,14,0,472033,228346,243687,178361,187178,40750,46575,1466,1584,2182,2491,65,47,5522,5812,183369,192421,44108,50193,3427,3796,3143,3407,208,191,220686,236123,172156,181095,40090,45862,1228,1345,2118,2444,52,36,5042,5341,176727,185902,43177,49204,2976,3343,3030,3302,184,157,7660,7564,6205,6083,660,713,238,239,64,47,13,11,480,471,6642,6519,931,989,451,453,113,105,24,34
Geneva County,50,1,61,7,0,26707,13131,13576,11497,11783,1221,1361,136,122,40,63,11,4,226,243,11701,12012,1338,1484,238,239,69,82,15,11,12583,13153,11030,11414,1195,1348,110,100,33,59,6,2,209,230,11220,11631,1302,1464,204,211,61,77,8,9,548,423,467,369,26,13,26,22,7,4,5,2,17,13,481,381,36,20,34,28,8,5,7,2
