CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Rooks County,50,20,163,1,0,5181,2533,2648,2482,2583,10,16,8,10,5,14,3,3,25,22,2506,2605,25,23,17,18,8,20,3,4,2473,2601,2434,2548,8,13,3,6,5,14,2,1,21,19,2455,2567,20,17,10,14,8,20,2,2,60,47,48,35,2,3,5,4,0,0,1,2,4,3,51,38,5,6,7,4,0,0,1,2
Roosevelt County,100,65,126,2,0,30271,15133,15138,11136,11145,258,154,3299,3390,115,117,13,8,312,324,11433,11457,318,213,3533,3626,158,159,21,20,11000,11226,7272,7495,211,98,3150,3260,99,107,4,2,264,264,7525,7749,263,144,3349,3462,135,136,10,8,4133,3912,3864,3650,47,56,149,130,16,10,9,6,48,60,3908,3708,55,69,184,164,23,23,11,12
Roscommon County,50,26,143,1,0,24449,12196,12253,11894,11950,44,47,81,73,27,47,2,1,148,135,12042,12083,75,77,185,164,41,66,5,6,12063,12111,11777,11826,43,46,71,66,27,46,1,1,144,126,11921,11950,73,75,171,148,40,64,4,6,133,142,117,124,1,1,10,7,0,1,1,0,4,9,121,133,2,2,14,16,1,2,1,0
Roseau County,50,27,135,1,0,15629,7980,7649,7557,7237,20,19,108,93,206,191,1,2,88,107,7644,7336,38,41,166,157,221,224,5,5,7917,7596,7505,7195,19,18,108,91,203,187,1,2,81,103,7585,7290,35,37,159,152,218,220,5,5,63,53,52,42,1,1,0,2,3,4,0,0,7,4,59,46,3,4,7,5,3,4,0,0
Rosebud County,50,30,87,1,0,9233,4671,4562,2911,2791,15,10,1609,1606,15,27,1,2,120,126,3024,2909,27,23,1710,1712,34,42,5,5,4500,4420,2835,2724,14,9,1530,1547,15,27,1,2,105,111,2935,2828,24,20,1616,1638,32,42,5,5,171,142,76,67,1,1,79,59,0,0,0,0,15,15,89,81,3,3,94,74,2,0,0,0
Ross County,50,39,141,1,0,78064,41167,36897,36369,34684,3738,1143,134,98,145,165,3,6,778,801,37116,35449,4191,1598,454,438,227,250,23,23,40732,36584,36026,34434,3709,1123,121,91,140,164,2,5,734,767,36735,35174,4140,1562,412,407,214,242,16,19,435,313,343,250,29,20,13,7,5,1,1,1,44,34,381,275,51,36,42,31,13,8,7,4
Routt County,50,8,107,1,0,23509,12497,11012,12136,10660,74,25,76,59,58,99,9,8,144,161,12272,10810,97,63,142,129,117,157,23,24,11655,10254,11366,9969,69,22,40,28,55,93,9,7,116,135,11479,10101,84,52,87,77,108,147,23,20,842,758,770,691,5,3,36,31,3,6,0,1,28,26,793,709,13,11,55,52,9,10,0,4
Rowan County,100,58,364,2,0,161761,79705,82056,66129,67881,11382,11895,422,334,726,869,38,41,1008,1036,67049,68812,11965,12480,833,753,871,1042,65,72,73833,76990,60997,63403,10978,11570,219,194,694,842,23,26,922,955,61840,64267,11507,12100,592,578,819,995,45,53,5872,5066,5132,4478,404,325,203,140,32,27,15,15,86,81,5209,4545,458,380,241,175,52,47,20,19
Runnels County,50,48,399,1,0,10501,5197,5304,4960,5068,118,98,61,63,19,27,1,2,38,46,4996,5111,133,121,80,88,28,31,1,3,3487,3653,3346,3514,90,75,18,27,11,12,0,0,22,25,3366,3538,98,89,30,38,16,14,0,0,1710,1651,1614,1554,28,23,43,36,8,15,1,2,16,21,1630,1573,35,32,50,50,12,17,1,3
Rush County,100,38,304,2,0,20699,10207,10492,10002,10271,78,74,22,26,27,38,2,2,76,81,10074,10350,119,114,54,63,35,45,4,6,10053,10372,9858,10164,74,69,22,26,27,36,2,1,70,76,9924,10238,113,108,54,61,32,43,3,3,154,120,144,107,4,5,0,0,0,2,0,1,6,5,150,112,6,6,0,2,3,2,1,3
Rusk County,100,103,508,2,0,68085,35446,32639,29131,27532,5398,4219,298,257,133,158,20,18,466,455,29578,27960,5615,4438,532,462,180,236,34,36,31030,29273,25081,24484,5309,4132,136,135,114,139,9,6,381,377,25445,24838,5490,4312,313,296,151,203,20,17,4416,3366,4050,3048,89,87,162,122,19,19,11,12,85,78,4133,3122,125,126,219,166,29,33,14,19
Russell County,200,93,654,4,0,106379,51480,54899,39912,41503,10488,12168,214,201,158,227,73,59,635,741,40481,42162,10816,12512,470,524,286,391,107,108,49876,53582,38623,40502,10316,11999,158,151,146,216,63,52,570,662,39134,41092,10609,12301,380,433,263,365,93,97,1604,1317,1289,1001,172,169,56,50,12,11,10,7,65,79,1347,1070,207,211,90,91,23,26,14,11
Rutherford County,100,84,310,2,0,330414,162507,167907,134938,138240,19274,21026,828,760,4082,4438,152,110,3233,3333,137870,141294,21162,22946,1748,1745,4895,5257,274,219,151932,158585,125721,130160,18846,20619,427,403,3970,4321,73,55,2895,3027,128361,132959,20608,22425,1186,1239,4678,5032,168,145,10575,9322,9217,8080,428,407,401,357,112,117,79,55,338,306,9509,8335,554,521,562,506,217,225,106,74
Rutland County,50,50,21,1,0,61642,30385,31257,29536,30455,223,120,88,71,150,226,7,3,381,382,29898,30825,369,248,269,253,217,313,21,24,30048,30913,29267,30155,208,111,72,63,149,225,7,2,345,357,29605,30505,327,226,238,236,211,304,19,19,337,344,269,300,15,9,16,8,1,1,0,1,36,25,293,320,42,22,31,17,6,9,2,5
Sabine County,50,48,403,1,0,10834,5301,5533,4794,5006,386,406,37,31,11,22,0,2,73,66,4866,5070,417,436,74,60,19,31,1,4,5124,5366,4635,4859,382,397,26,28,11,22,0,0,70,60,4704,4917,413,427,60,51,19,31,1,1,177,167,159,147,4,9,11,3,0,0,0,2,3,6,162,153,4,9,14,9,0,0,0,3
Sabine Parish,50,22,85,1,0,24233,12009,12224,8605,8634,1945,2085,1037,1066,25,32,4,3,393,404,8955,9001,2053,2184,1353,1400,49,58,6,8,11588,11825,8353,8428,1930,2079,945,934,23,30,0,0,337,354,8650,8748,2032,2172,1208,1219,46,56,2,5,421,399,252,206,15,6,92,132,2,2,4,3,56,50,305,253,21,12,145,181,3,2,4,3
Sac County,50,19,161,1,0,10350,5064,5286,5002,5208,15,16,3,5,9,12,5,5,30,40,5028,5248,26,30,16,25,16,18,8,5,4953,5202,4904,5131,15,16,3,3,4,11,1,2,26,39,4926,5170,22,29,16,23,11,17,4,2,111,84,98,77,0,0,0,2,5,1,4,3,4,1,102,78,4,1,0,2,5,1,4,3
Sacramento County,50,6,67,1,0,1418788,694793,723995,459939,475288,76281,79386,10947,11046,101395,109444,7740,8215,38491,40616,491568,508513,91137,95559,22863,24143,119802,128222,12433,13218,540025,572567,335263,354844,69254,71708,3838,4133,96503,104465,6736,7236,28431,30181,358183,379099,80658,84163,11156,12603,110907,119073,10485,11219,154768,151428,124676,120444,7027,7678,7109,6913,4892,4979,1004,979,10060,10435,133385,129414,10479,11396,11707,11540,8895,9149,1948,1999
Sagadahoc County,50,23,23,1,0,35293,17088,18205,16513,17566,152,116,57,71,120,149,3,4,243,299,16751,17858,233,230,164,192,177,230,16,14,16866,17974,16328,17366,140,109,50,65,113,145,2,3,233,286,16556,17645,217,213,154,182,169,224,13,13,222,231,185,200,12,7,7,6,7,4,1,1,10,13,195,213,16,17,10,10,8,6,3,1
Saginaw County,50,26,145,1,0,200169,96771,103398,75027,79147,18347,20590,516,515,1030,1144,45,54,1806,1948,76686,80946,19509,21929,1085,1114,1291,1383,103,96,89187,95409,68704,72662,17619,19683,337,332,998,1105,28,31,1501,1596,70082,74130,18590,20790,796,814,1221,1306,74,65,7584,7989,6323,6485,728,907,179,183,32,39,17,23,305,352,6604,6816,919,1139,289,300,70,77,29,31
Saguache County,50,8,109,1,0,6108,3121,2987,2927,2802,18,12,97,87,22,25,0,1,57,60,2977,2855,30,22,143,132,27,33,2,5,1885,1771,1782,1668,9,2,34,34,22,25,0,1,38,41,1819,1704,15,10,61,62,27,32,2,4,1236,1216,1145,1134,9,10,63,53,0,0,0,0,19,19,1158,1151,15,12,82,70,0,1,0,1
Salem County,50,34,33,1,0,66083,32178,33905,26639,27705,4496,5091,185,128,257,326,8,8,593,647,27174,28271,4896,5521,373,348,335,422,20,23,29806,31770,24760,26021,4195,4766,105,82,242,313,6,7,498,581,25208,26529,4536,5154,258,273,303,402,18,21,2372,2135,1879,1684,301,325,80,46,15,13,2,1,95,66,1966,1742,360,367,115,75,32,20,2,2
Salem city,50,51,775,1,0,24802,11767,13035,10496,11675,861,940,34,43,196,215,3,4,177,158,10668,11829,969,1038,77,85,232,242,9,6,11456,12745,10247,11440,830,908,22,33,196,210,3,3,158,151,10400,11587,932,1004,61,74,220,233,8,5,311,290,249,235,31,32,12,10,0,5,0,1,19,7,268,242,37,34,16,11,12,9,1,1
Saline County,250,102,805,5,0,225207,111458,113749,102465,105101,4990,4445,700,682,1214,1423,177,140,1912,1958,104293,106982,5950,5400,1433,1436,1588,1830,234,206,103714,106868,95508,98923,4765,4246,453,460,1165,1364,110,93,1713,1782,97145,100637,5624,5116,1102,1137,1504,1740,160,155,7744,6881,6957,6178,225,199,247,222,49,59,67,47,199,176,7148,6345,326,284,331,299,84,90,74,51
Salt Lake County,50,49,35,1,0,1029655,517881,511774,463136,458894,10600,8299,6694,6268,16896,18383,8429,8135,12126,11795,474303,469825,13914,11436,10223,9748,21544,22960,10936,10515,426891,426749,381619,382633,8520,6355,3299,3347,16164,17635,7952,7635,9337,9144,390158,391074,11042,8746,5347,5348,20216,21632,10139,9759,90990,85025,81517,76261,2080,1944,3395,2921,732,748,477,500,2789,2651,84145,78751,2872,2690,4876,4400,1328,1328,797,756
Saluda County,50,45,81,1,0,19875,9989,9886,7081,6749,2505,2805,148,112,17,26,143,81,95,113,7163,6844,2573,2883,178,144,43,60,146,86,8265,8753,5697,5862,2447,2754,22,21,14,22,8,3,77,91,5764,5937,2506,2825,47,51,24,38,11,8,1724,1133,1384,887,58,51,126,91,3,4,135,78,18,22,1399,907,67,58,131,93,19,22,135,78
Sampson County,50,37,163,1,0,63431,31108,32323,21129,21355,8310,9286,983,960,136,169,65,46,485,507,21528,21754,8567,9594,1239,1239,206,228,90,64,25358,27633,16342,17466,7981,9018,547,586,96,125,26,17,366,421,16649,17794,8193,9286,733,817,128,166,35,25,5750,4690,4787,3889,329,268,436,374,40,44,39,29,119,86,4879,3960,374,308,506,422,78,62,55,39
San Augustine County,50,48,405,1,0,8865,4360,4505,3319,3338,947,1079,31,18,8,15,0,0,55,55,3371,3382,972,1103,61,52,10,21,2,2,4081,4252,3075,3114,945,1073,10,6,7,15,0,0,44,44,3116,3150,968,1094,30,30,9,21,2,1,279,253,244,224,2,6,21,12,1,0,0,0,11,11,255,232,4,9,31,22,1,0,0,1
San Benito County,50,6,69,1,0,55269,27629,27640,24617,24527,346,299,839,883,815,957,97,76,915,898,25439,25367,543,469,1243,1281,1246,1346,174,163,11869,12214,10492,10735,201,157,113,128,597,735,42,28,424,431,10875,11142,293,229,259,287,829,949,81,74,15760,15426,14125,13792,145,142,726,755,218,222,55,48,491,467,14564,14225,250,240,984,994,417,397,93,89
San Bernardino County,50,6,71,1,0,2035210,1011507,1023703,793310,792294,95505,101249,20649,20352,65465,72121,4598,4515,31980,33172,820887,820721,107421,114175,32254,32838,78173,84636,7698,7799,510933,523132,340452,340595,83828,88537,4335,4323,59422,65913,3043,2937,19853,20827,357219,358052,92007,97551,9924,10626,68217,74502,5101,5207,500574,500571,452858,451699,11677,12712,16314,16029,6043,6208,1555,1578,12127,12345,463668,462669,15414,16624,22330,22212,9956,10134,2597,2592
San Diego County,50,6,73,1,0,3095313,1553679,1541634,1206285,1183445,91155,81468,21218,20125,163935,185726,9368,9037,61718,61833,1260383,1237520,108642,99336,36087,35092,199280,221061,16849,16813,1063059,1040906,769274,737314,79250,68717,7358,6881,154683,175960,6980,6677,45514,45357,808883,776710,92324,81915,15559,15232,183011,204098,12511,12455,490620,500728,437011,446131,11905,12751,13860,13244,9252,9766,2388,2360,16204,16476,451500,460810,16318,17421,20528,19860,16269,16963,4338,4358
San Francisco County,50,6,75,1,0,805235,408462,396773,234131,205330,26468,25087,4002,2974,126088,145788,1918,1860,15855,15734,247685,218705,30968,29628,8016,6724,135987,155807,3360,3297,343744,339717,180989,158502,24141,22980,1030,831,123703,143461,1598,1580,12283,12363,191441,168962,27535,26443,3290,2987,132129,152077,2738,2730,64718,57056,53142,46828,2327,2107,2972,2143,2385,2327,320,280,3572,3371,56244,49743,3433,3185,4726,3737,3858,3730,622,567
San Jacinto County,50,48,407,1,0,26384,13205,13179,11400,11409,1379,1392,119,104,64,66,7,4,236,204,11629,11606,1482,1481,242,211,91,96,20,10,11730,11774,10070,10147,1331,1335,65,57,62,64,6,3,196,168,10260,10310,1404,1397,170,147,88,93,18,8,1475,1405,1330,1262,48,57,54,47,2,2,1,1,40,36,1369,1296,78,84,72,64,3,3,2,2
San Joaquin County,50,6,77,1,0,685306,341230,344076,236019,235316,27982,28622,6959,6596,51594,54491,2443,2358,16233,16693,249468,249122,32611,33579,12317,12196,60453,63500,4369,4365,205359,213606,121247,125867,24246,24664,1628,1604,46442,49278,1714,1664,10082,10529,129512,134436,27379,28115,4325,4624,52123,55034,3022,3013,135871,130470,114772,109449,3736,3958,5331,4992,5152,5213,729,694,6151,6164,119956,114686,5232,5464,7992,7572,8330,8466,1347,1352
San Juan County,200,145,248,4,0,161258,80004,81254,49321,49886,583,390,27721,28583,328,475,61,53,1990,1867,51099,51556,929,723,29323,30049,587,745,139,128,66564,68328,37924,38808,444,253,26371,27400,265,420,48,36,1512,1411,39252,40052,703,495,27601,28517,467,633,104,97,13440,12926,11397,11078,139,137,1350,1183,63,55,13,17,478,456,11847,11504,226,228,1722,1532,120,112,35,31
San Luis Obispo County,50,6,79,1,0,269637,137999,131638,122397,119609,4860,1369,1843,1689,4501,4628,260,223,4138,4120,126245,123500,5687,2121,3610,3543,6335,6387,581,579,108234,105430,95848,96491,4417,989,722,664,4038,4158,184,169,3025,2959,98701,99306,5005,1512,1803,1802,5514,5543,439,439,29765,26208,26549,23118,443,380,1121,1025,463,470,76,54,1113,1161,27544,24194,682,609,1807,1741,821,844,142,140
San Mateo County,50,6,81,1,0,718451,353168,365283,232518,233467,11509,11240,3412,3002,85632,96972,5532,5904,14565,14698,245049,245955,14428,14210,6137,5886,95717,107127,7776,8262,260669,275280,151331,154393,9644,9365,552,593,83017,94351,4927,5303,11198,11275,160846,163857,11729,11520,1974,2130,91488,102845,6648,7132,92499,90003,81187,79074,1865,1875,2860,2409,2615,2621,605,601,3367,3423,84203,82098,2699,2690,4163,3756,4229,4282,1128,1130
San Miguel County,100,43,160,2,0,36752,18657,18095,17440,16864,307,236,421,442,162,186,33,24,294,343,17717,17185,358,300,620,672,220,260,48,36,6952,6587,6383,5967,226,145,114,154,94,136,15,11,120,174,6493,6133,256,183,172,249,139,188,21,16,11705,11508,11057,10897,81,91,307,288,68,50,18,13,174,169,11224,11052,102,117,448,423,81,72,27,20
San Patricio County,50,48,409,1,0,64804,32163,32641,30578,31064,636,548,265,249,278,338,38,31,368,411,30914,31449,764,679,424,431,393,456,55,61,14768,14788,13703,13704,493,411,92,81,226,291,25,22,229,279,13909,13961,578,502,180,194,307,379,37,41,17395,17853,16875,17360,143,137,173,168,52,47,13,9,139,132,17005,17488,186,177,244,237,86,77,18,20
San Saba County,50,48,411,1,0,6131,3366,2765,3104,2667,189,15,31,36,7,6,0,0,35,41,3136,2708,194,26,56,55,15,16,0,1,2358,2058,2139,1999,182,12,9,19,7,6,0,0,21,22,2157,2021,185,15,25,30,12,13,0,1,1008,707,965,668,7,3,22,17,0,0,0,0,14,19,979,687,9,11,31,25,3,3,0,0
Sanborn County,50,46,111,1,0,2355,1220,1135,1205,1116,0,0,3,3,1,3,0,0,11,13,1216,1129,3,2,11,12,2,5,0,0,1207,1120,1193,1103,0,0,3,3,1,3,0,0,10,11,1203,1114,3,2,10,10,2,5,0,0,13,15,12,13,0,0,0,0,0,0,0,0,1,2,13,15,0,0,1,2,0,0,0,0
Sanders County,50,30,89,1,0,11413,5852,5561,5376,5139,14,3,279,232,8,26,0,1,175,160,5551,5299,32,11,417,373,26,39,5,6,5737,5443,5282,5052,14,3,266,210,8,24,0,1,167,153,5449,5205,29,11,402,345,23,36,5,6,115,118,94,87,0,0,13,22,0,2,0,0,8,7,102,94,3,0,15,28,3,3,0,0
Sandoval County,50,35,43,1,0,131561,64321,67240,51376,53409,1648,1516,8623,9201,890,1247,110,114,1674,1753,52914,54992,2134,2039,9475,10087,1411,1764,219,254,41832,43600,30872,31963,1350,1148,7755,8272,728,1062,69,69,1058,1086,31823,32918,1699,1511,8228,8744,1079,1409,156,175,22489,23640,20504,21446,298,368,868,929,162,185,41,45,616,667,21091,22074,435,528,1247,1343,332,355,63,79
Sandusky County,50,39,143,1,0,60944,29992,30952,28265,29328,937,838,103,84,84,116,2,5,601,581,28848,29902,1330,1220,272,242,147,174,16,16,27270,28239,25743,26848,875,760,57,40,79,108,2,5,514,478,26240,27321,1221,1086,193,160,128,153,16,16,2722,2713,2522,2480,62,78,46,44,5,8,0,0,87,103,2608,2581,109,134,79,82,19,21,0,0
Sangamon County,50,17,167,1,0,197465,94780,102685,79849,86261,11127,12426,215,219,1577,1686,28,21,1984,2072,81717,88191,12477,13852,687,749,1930,2047,78,81,93092,100893,78462,84784,10989,12289,172,174,1563,1667,25,19,1881,1960,80238,86622,12279,13651,602,648,1893,2008,63,68,1688,1792,1387,1477,138,137,43,45,14,19,3,2,103,112,1479,1569,198,201,85,101,37,39,15,13
Sanilac County,50,26,151,1,0,43114,21315,21799,20829,21343,108,53,111,109,68,80,3,4,196,210,21020,21549,176,103,214,232,102,124,6,7,20561,21114,20147,20727,100,45,79,78,56,70,3,4,176,190,20320,20914,157,87,171,186,87,112,6,7,754,685,682,616,8,8,32,31,12,10,0,0,20,20,700,635,19,16,43,46,15,12,0,0
Sanpete County,50,49,39,1,0,27822,14558,13264,13654,12760,228,43,280,142,84,83,98,54,214,182,13824,12934,255,75,365,225,159,128,181,96,12992,12211,12349,11806,178,31,151,90,71,74,82,50,161,160,12470,11958,196,58,210,163,138,117,149,85,1566,1053,1305,954,50,12,129,52,13,9,16,4,53,22,1354,976,59,17,155,62,21,11,32,11
Santa Barbara County,50,6,83,1,0,423895,212786,211109,184184,182746,5669,4349,4867,4486,10668,11897,603,445,6795,7186,190333,189278,7212,5998,7431,7261,14023,15338,1228,1075,118848,123360,99858,104165,4223,3096,967,899,9297,10508,416,277,4087,4415,103568,108188,5228,4220,1976,2077,11687,12961,820,703,93938,87749,84326,78581,1446,1253,3900,3587,1371,1389,187,168,2708,2771,86765,81090,1984,1778,5455,5184,2336,2377,408,372
Santa Clara County,50,6,85,1,0,1781642,893851,887791,531794,514500,26676,25090,12732,12224,284183,297837,4304,4405,34162,33735,561982,544296,33348,31877,20671,20204,306951,320035,8001,8243,649512,652920,319043,310985,22222,20525,2010,2083,278123,291505,3134,3282,24980,24540,341082,332674,26789,25159,5619,5816,296895,309624,5804,6082,244339,234871,212751,203515,4454,4565,10722,10141,6060,6332,1170,1123,9182,9195,220900,211622,6559,6718,15052,14388,10056,10411,2197,2161
Santa Cruz County,100,10,110,2,0,309802,153472,156330,137885,140230,2110,1654,2556,2378,5780,6753,240,260,4901,5055,142426,144935,3165,2712,4503,4395,8073,9122,713,722,92284,94153,81792,82922,1427,993,566,548,5015,6004,149,161,3335,3525,84932,86251,2197,1747,1630,1686,6739,7823,477,497,61188,62177,56093,57308,683,661,1990,1830,765,749,91,99,1566,1530,57494,58684,968,965,2873,2709,1334,1299,236,225
Santa Fe County,50,35,49,1,0,144170,70257,73913,64292,67886,849,624,2834,2829,817,1033,128,127,1337,1414,65538,69205,1157,970,3622,3707,1183,1396,218,223,33640,37515,29980,33694,590,379,1620,1698,703,899,31,29,716,816,30640,34449,765,601,1965,2149,972,1156,75,77,36617,36398,34312,34192,259,245,1214,1131,114,134,97,98,621,598,34898,34756,392,369,1657,1558,211,240,143,146
Santa Rosa County,50,12,113,1,0,151372,76422,74950,67385,67067,5166,3198,703,639,1000,1824,108,116,2060,2106,69310,69030,5834,3830,1494,1419,1749,2692,247,243,73031,71834,64498,64457,4984,3004,620,579,953,1769,98,102,1878,1923,66250,66252,5587,3566,1340,1293,1644,2568,225,212,3391,3116,2887,2610,182,194,83,60,47,55,10,14,182,183,3060,2778,247,264,154,126,105,124,22,31
Sarasota County,50,12,115,1,0,379448,181041,198407,167061,182862,8823,9576,603,577,2147,2878,101,98,2306,2416,169197,185101,9930,10724,1373,1377,2769,3581,235,218,165699,183716,153095,169480,8201,8977,325,350,2073,2803,57,53,1948,2053,154905,171395,9135,9926,922,993,2619,3429,179,157,15342,14691,13966,13382,622,599,278,227,74,75,44,45,358,363,14292,13706,795,798,451,384,150,152,56,61
Saratoga County,50,36,91,1,0,219607,108059,111548,102363,106079,1903,1476,225,203,1840,2158,26,23,1702,1609,104002,107630,2616,2198,763,658,2405,2687,88,80,105345,108983,100031,103873,1732,1352,174,158,1816,2133,22,17,1570,1450,101552,105278,2363,1976,661,553,2357,2635,67,65,2714,2565,2332,2206,171,124,51,45,24,25,4,6,132,159,2450,2352,253,222,102,105,48,52,21,15
Sargent County,50,38,81,1,0,3829,2043,1786,2003,1760,3,0,13,7,7,4,2,2,15,13,2017,1773,6,3,25,17,8,6,3,2,2014,1764,1977,1740,2,0,13,7,7,4,2,0,13,13,1990,1753,5,3,23,17,8,6,2,0,29,22,26,20,1,0,0,0,0,0,0,2,2,0,27,20,1,0,2,0,0,0,1,2
Sarpy County,50,31,153,1,0,158840,78886,79954,71317,72105,3516,3118,450,503,1429,2034,104,91,2070,2103,73231,74020,4486,4089,977,1081,2225,2823,240,208,72927,74344,66082,67217,3329,2897,253,306,1379,1984,81,77,1803,1863,67746,68907,4173,3765,665,769,2100,2703,196,179,5959,5610,5235,4888,187,221,197,197,50,50,23,14,267,240,5485,5113,313,324,312,312,125,120,44,29
Sauk County,50,55,111,1,0,61976,30848,31128,29753,29990,240,149,414,438,128,228,8,5,305,318,30047,30293,374,280,561,593,193,298,21,23,29388,29913,28452,28927,212,119,334,358,117,216,8,5,265,288,28707,29201,330,237,449,492,176,276,15,15,1460,1215,1301,1063,28,30,80,80,11,12,0,0,40,30,1340,1092,44,43,112,101,17,22,6,8
Saunders County,50,31,155,1,0,20780,10516,10264,10319,10065,47,26,26,36,32,51,1,0,91,86,10405,10150,78,55,65,73,60,75,1,0,10289,10076,10111,9893,46,24,16,27,32,51,1,0,83,81,10189,9973,75,52,51,61,57,73,1,0,227,188,208,172,1,2,10,9,0,0,0,0,8,5,216,177,3,3,14,12,3,2,0,0
Sawyer County,50,55,113,1,0,16557,8393,8164,6698,6469,64,13,1364,1410,22,27,0,0,245,245,6937,6705,84,38,1585,1626,34,43,2,2,8242,8047,6608,6399,63,13,1308,1365,22,27,0,0,241,243,6843,6633,83,38,1525,1579,34,43,2,2,151,117,90,70,1,0,56,45,0,0,0,0,4,2,94,72,1,0,60,47,0,0,0,0
Schenectady County,50,36,93,1,0,154727,74856,79871,61033,65610,8110,8280,448,428,2807,2944,121,131,2337,2478,63049,67742,9638,9944,980,1086,3456,3565,211,236,70475,75425,58127,62741,7169,7264,307,283,2769,2887,95,104,2008,2146,59849,64583,8451,8667,759,847,3364,3452,171,197,4381,4446,2906,2869,941,1016,141,145,38,57,26,27,329,332,3200,3159,1187,1277,221,239,92,113,40,39
Schleicher County,50,48,413,1,0,3461,1726,1735,1680,1677,21,20,8,8,1,3,0,0,16,27,1695,1703,25,30,19,23,3,7,1,0,959,966,934,938,17,15,1,0,1,3,0,0,6,10,939,947,19,17,4,5,3,7,1,0,767,769,746,739,4,5,7,8,0,0,0,0,10,17,756,756,6,13,15,18,0,0,0,0
Schley County,50,13,249,1,0,5010,2407,2603,1859,1904,506,667,1,3,22,17,0,0,19,12,1878,1916,512,671,12,9,26,20,1,1,2326,2523,1781,1833,505,662,0,2,21,15,0,0,19,11,1800,1844,511,665,11,8,25,18,1,1,81,80,78,71,1,5,1,1,1,2,0,0,0,1,78,72,1,6,1,1,1,2,0,0
Schoharie County,50,36,95,1,0,32749,16375,16374,15742,15828,284,186,43,31,104,119,4,5,198,205,15929,16027,367,267,151,130,135,155,13,15,15910,15915,15347,15430,251,156,30,24,102,119,2,1,178,185,15516,15611,322,227,128,111,129,152,10,11,465,459,395,398,33,30,13,7,2,0,2,4,20,20,413,416,45,40,23,19,6,3,3,4
Schoolcraft County,50,26,153,1,0,8485,4200,4285,3693,3754,5,6,359,386,5,8,0,0,138,131,3829,3884,11,11,483,509,16,12,3,1,4166,4255,3670,3734,5,6,354,382,5,8,0,0,132,125,3800,3858,10,11,474,500,15,11,2,0,34,30,23,20,0,0,5,4,0,0,0,0,6,6,29,26,1,0,9,9,1,1,1,1
Schuyler County,150,82,463,3,0,30318,15210,15108,14712,14768,294,116,38,32,29,47,3,1,134,144,14841,14910,343,171,109,112,51,67,8,2,14997,14968,14531,14653,281,106,33,30,26,44,3,1,123,134,14650,14786,322,155,101,105,45,61,8,2,213,140,181,115,13,10,5,2,3,3,0,0,11,10,191,124,21,16,8,7,6,6,0,0
Schuylkill County,50,42,107,1,0,148289,75175,73114,70537,71203,3406,772,168,118,328,402,22,18,714,601,71188,71780,3782,1088,397,317,480,527,70,40,72652,71557,68441,69882,3193,659,85,79,318,397,15,10,600,530,69011,70396,3519,929,268,249,433,508,41,29,2523,1557,2096,1321,213,113,83,39,10,5,7,8,114,71,2177,1384,263,159,129,68,47,19,29,11
Scioto County,50,39,145,1,0,79499,39258,40241,36703,38630,1570,596,232,208,112,142,4,6,637,659,37319,39263,1856,889,570,556,150,205,32,30,38772,39839,36307,38284,1540,586,205,190,110,141,4,6,606,632,36893,38903,1818,865,523,526,142,195,24,24,486,402,396,346,30,10,27,18,2,1,0,0,31,27,426,360,38,24,47,30,8,10,8,6
Scotland County,100,66,364,2,0,41000,19821,21179,10637,11242,6719,7308,1959,2092,135,154,8,4,363,379,10926,11545,6872,7450,2225,2387,169,181,17,12,19384,20829,10356,11040,6669,7248,1871,2013,135,154,6,1,347,373,10636,11340,6816,7386,2128,2305,164,181,11,7,437,350,281,202,50,60,88,79,0,0,2,3,16,6,290,205,56,64,97,82,5,0,6,5
