CTYNAME,SUMLEV,STATE,COUNTY,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
Sabine Parish,50,22,85,4,0,24428,12112,12316,8639,8689,1983,2086,1042,1073,30,40,4,4,414,424,9026,9084,2119,2210,1326,1372,62,74,7,13,11687,11886,8377,8462,1964,2078,959,938,28,38,0,1,359,369,8714,8807,2078,2182,1204,1201,57,65,3,8,425,430,262,227,19,8,83,135,2,2,4,3,55,55,312,277,41,28,122,171,5,9,4,5
Sac County,50,19,161,4,0,10230,5024,5206,4951,5107,18,24,5,8,9,14,4,6,37,47,4985,5151,36,51,20,23,16,22,4,7,4894,5101,4834,5013,18,24,5,6,4,13,0,2,33,43,4864,5053,35,50,17,18,11,21,0,3,130,105,117,94,0,0,0,2,5,1,4,4,4,4,121,98,1,1,3,5,5,1,4,4
Sacramento County,50,6,67,4,0,1435548,702798,732750,462439,477896,76928,80258,11041,11217,104441,112762,8085,8513,39864,42104,495479,512560,92674,97196,22655,23887,123700,132744,12728,13520,544795,577502,335235,354360,69763,72460,3795,4126,99531,107705,7048,7547,29423,31304,359305,379773,81629,85316,10643,11882,115037,123807,10642,11488,158003,155248,127204,123536,7165,7798,7246,7091,4910,5057,1037,966,10441,10800,136174,132787,11045,11880,12012,12005,8663,8937,2086,2032
Sagadahoc County,50,23,23,4,0,35102,17024,18078,16423,17412,153,127,58,75,130,151,4,2,256,311,16671,17711,242,239,173,214,192,229,13,19,16795,17829,16233,17199,144,119,53,68,121,147,2,2,242,294,16467,17482,227,223,164,201,178,220,11,17,229,249,190,213,9,8,5,7,9,4,2,0,14,17,204,229,15,16,9,13,14,9,2,2
Saginaw County,50,26,145,4,0,198855,96236,102619,74475,78426,18260,20426,517,521,1059,1197,48,54,1877,1995,76216,80280,19445,21712,1100,1168,1329,1457,125,117,88610,94569,68101,71896,17551,19519,341,338,1027,1154,35,31,1555,1631,69542,73409,18541,20587,794,835,1267,1371,100,80,7626,8050,6374,6530,709,907,176,183,32,43,13,23,322,364,6674,6871,904,1125,306,333,62,86,25,37
Saguache County,50,8,109,4,0,6190,3136,3054,2934,2857,20,15,91,85,21,34,0,1,70,62,3003,2916,36,32,133,117,31,46,3,8,1896,1818,1788,1704,11,5,31,34,21,30,0,1,45,44,1832,1747,20,16,60,53,27,40,2,8,1240,1236,1146,1153,9,10,60,51,0,4,0,0,25,18,1171,1169,16,16,73,64,4,6,1,0
Salem County,50,34,33,4,0,66031,32224,33807,26591,27562,4569,5132,189,122,250,325,11,9,614,657,27136,28128,4950,5550,354,292,371,461,41,46,29715,31574,24616,25804,4237,4796,108,77,233,309,7,7,514,581,25070,26306,4552,5165,244,226,342,432,34,39,2509,2233,1975,1758,332,336,81,45,17,16,4,2,100,76,2066,1822,398,385,110,66,29,29,7,7
Salem city,50,51,775,4,0,24847,11853,12994,10509,11600,862,921,37,42,236,242,3,5,206,184,10695,11769,994,1035,93,97,270,269,14,12,11509,12667,10236,11346,825,888,22,32,236,237,3,4,187,160,10404,11493,947,987,69,75,266,263,13,10,344,327,273,254,37,33,15,10,0,5,0,1,19,24,291,276,47,48,24,22,4,6,1,2
Saline County,250,102,805,20,0,228275,112928,115347,103350,106090,5309,4756,733,736,1325,1528,181,151,2030,2086,105231,108036,6311,5779,1524,1528,1709,1916,246,263,104892,108164,96176,99670,5070,4544,453,481,1268,1469,110,107,1815,1893,97862,101440,5987,5494,1136,1174,1616,1827,164,203,8036,7183,7174,6420,239,212,280,255,57,59,71,44,215,193,7369,6596,324,285,388,354,93,89,82,60
Salt Lake County,50,49,35,4,0,1048686,527205,521481,470295,466284,11024,8597,6857,6537,17765,19411,8438,8212,12826,12440,482079,477813,14480,11892,10654,10296,22683,24199,11102,10629,433463,433652,386364,387539,8863,6652,3323,3430,17019,18648,7959,7690,9935,9693,395444,396518,11472,9159,5642,5739,21246,22771,10297,9832,93742,87829,83931,78745,2161,1945,3534,3107,746,763,479,522,2891,2747,86635,81295,3008,2733,5012,4557,1437,1428,805,797
Saluda County,50,45,81,4,0,19864,9977,9887,7092,6771,2478,2767,146,127,19,28,137,78,105,116,7184,6872,2538,2837,186,171,34,44,145,84,8256,8727,5710,5868,2417,2709,22,28,14,24,8,3,85,95,5783,5951,2467,2766,52,60,28,39,15,9,1721,1160,1382,903,61,58,124,99,5,4,129,75,20,21,1401,921,71,71,134,111,6,5,130,75
Sampson County,50,37,163,4,0,63659,31267,32392,21267,21420,8302,9256,986,953,140,185,77,52,495,526,21688,21860,8581,9575,1215,1197,215,271,100,75,25350,27553,16357,17411,7958,8971,545,587,97,137,26,16,367,431,16666,17774,8184,9233,699,782,148,204,43,33,5917,4839,4910,4009,344,285,441,366,43,48,51,36,128,95,5022,4086,397,342,516,415,67,67,57,42
San Augustine County,50,48,405,4,0,8854,4322,4532,3266,3339,957,1097,28,18,13,21,0,0,58,57,3319,3392,980,1123,55,39,24,32,3,4,4034,4274,3016,3113,953,1088,9,6,10,21,0,0,46,46,3057,3156,971,1111,30,21,21,29,2,4,288,258,250,226,4,9,19,12,3,0,0,0,12,11,262,236,9,12,25,18,3,3,1,0
San Benito County,50,6,69,4,0,56197,28149,28048,25072,24922,380,306,821,873,835,958,105,79,936,910,25882,25725,594,509,1269,1305,1176,1273,189,163,12011,12204,10556,10696,234,168,111,130,615,735,46,34,449,441,10941,11080,348,275,265,282,826,940,86,74,16138,15844,14516,14226,146,138,710,743,220,223,59,45,487,469,14941,14645,246,234,1004,1023,350,333,103,89
San Bernardino County,50,6,71,4,0,2064200,1026099,1038101,803215,801484,96467,102463,20911,20648,67819,74748,4640,4615,33047,34143,831883,831001,108973,115617,33114,33509,80575,87609,7756,7839,510174,522602,336050,335952,84552,89497,4313,4312,61725,68478,3045,2996,20489,21367,353514,354102,92788,98260,9995,10553,70976,77802,5127,5186,515925,515499,467165,465532,11915,12966,16598,16336,6094,6270,1595,1619,12558,12776,478369,476899,16185,17357,23119,22956,9599,9807,2629,2653
San Diego County,50,6,73,4,0,3142256,1576270,1565986,1220620,1198426,92287,82401,21234,20222,168777,191571,9455,9247,63897,64119,1276916,1254708,110515,101174,35852,35268,205904,228410,17123,17031,1072363,1051319,771281,739460,80229,69478,7313,6873,159357,181724,7024,6849,47159,46935,812462,780325,93761,83338,15336,15213,189143,210982,12745,12631,503907,514667,449339,458966,12058,12923,13921,13349,9420,9847,2431,2398,16738,17184,464454,474383,16754,17836,20516,20055,16761,17428,4378,4400
San Francisco County,50,6,75,4,0,816231,414400,401831,237289,207260,26048,24541,3968,3005,128696,148911,1914,1929,16485,16185,251342,221002,30535,29107,7971,6931,139158,159144,3474,3457,348523,343190,183010,159033,23750,22386,1020,829,126322,146526,1594,1653,12827,12763,193876,169805,27237,25990,3437,3296,135065,155112,2838,2897,65877,58641,54279,48227,2298,2155,2948,2176,2374,2385,320,276,3658,3422,57466,51197,3298,3117,4534,3635,4093,4032,636,560
San Jacinto County,50,48,407,4,0,26818,13401,13417,11572,11610,1382,1400,118,109,66,70,7,4,256,224,11799,11818,1494,1502,252,213,97,100,18,15,11913,11961,10242,10312,1326,1339,63,57,63,67,6,3,213,183,10431,10482,1421,1424,177,143,86,91,14,11,1488,1456,1330,1298,56,61,55,52,3,3,1,1,43,41,1368,1336,73,78,75,70,11,9,4,4
San Joaquin County,50,6,77,4,0,695432,346148,349284,238869,238315,28267,28911,7037,6668,52659,55767,2536,2437,16780,17186,252981,252701,33125,33976,12725,12568,61698,64912,4456,4434,206550,214968,120805,125433,24462,24902,1649,1596,47420,50508,1786,1727,10428,10802,129468,134351,27611,28214,4187,4365,53729,56899,3050,3071,139598,134316,118064,112882,3805,4009,5388,5072,5239,5259,750,710,6352,6384,123513,118350,5514,5762,8538,8203,7969,8013,1406,1363
San Juan County,200,145,248,16,0,159327,78992,80335,48554,49207,614,457,27414,28236,359,520,71,52,1980,1863,50325,50899,1019,838,28877,29596,667,793,137,126,65476,67308,37152,38151,486,320,25972,26940,297,457,56,36,1513,1404,38482,39411,815,624,27063,27953,558,682,108,88,13516,13027,11402,11056,128,137,1442,1296,62,63,15,16,467,459,11843,11488,204,214,1814,1643,109,111,29,38
San Luis Obispo County,50,6,79,4,0,271208,138605,132603,122585,119911,4769,1404,1920,1848,4809,4912,277,249,4245,4279,126520,123873,5606,2255,3612,3607,6786,6837,623,601,108238,105493,95545,96088,4318,1008,732,707,4341,4439,199,191,3103,3060,98436,98936,4960,1640,1735,1733,5964,6006,463,454,30367,27110,27040,23823,451,396,1188,1141,468,473,78,58,1142,1219,28084,24937,646,615,1877,1874,822,831,160,147
San Mateo County,50,6,81,4,0,729435,358396,371039,233785,234886,11467,11184,3408,3025,88740,100589,5679,5971,15317,15384,247033,248105,14537,14328,6263,5935,99467,111294,7971,8324,264708,279308,151717,154378,9589,9292,564,609,86048,97897,5045,5345,11745,11787,161781,164439,11900,11675,2140,2253,94794,106585,6845,7178,93688,91731,82068,80508,1878,1892,2844,2416,2692,2692,634,626,3572,3597,85252,83666,2637,2653,4123,3682,4673,4709,1126,1146
San Miguel County,100,43,160,8,0,36822,18661,18161,17395,16886,305,256,455,465,166,188,39,24,301,342,17682,17208,364,328,664,688,209,245,47,40,6985,6638,6387,5976,227,161,128,168,99,142,18,11,126,180,6503,6142,260,204,202,267,124,183,24,23,11676,11523,11008,10910,78,95,327,297,67,46,21,13,175,162,11179,11066,104,124,462,421,85,62,23,17
San Patricio County,50,48,409,4,0,64476,31925,32551,30294,30869,642,585,282,274,268,353,41,32,398,438,30645,31266,792,751,468,463,368,460,65,62,14422,14584,13335,13460,501,426,99,86,214,302,27,21,246,289,13551,13720,600,542,197,198,287,382,43,40,17503,17967,16959,17409,141,159,183,188,54,51,14,11,152,149,17094,17546,192,209,271,265,81,78,22,22
San Saba County,50,48,411,4,0,6041,3306,2735,3036,2628,189,15,39,40,6,7,0,0,36,45,3070,2670,206,31,58,66,8,13,0,1,2308,2007,2088,1943,180,12,12,19,6,7,0,0,22,26,2108,1968,192,23,22,34,8,9,0,0,998,728,948,685,9,3,27,21,0,0,0,0,14,19,962,702,14,8,36,32,0,4,0,1
Sanborn County,50,46,111,4,0,2361,1239,1122,1217,1099,0,0,5,4,3,3,0,0,14,16,1231,1114,2,6,13,18,6,4,1,0,1222,1106,1201,1084,0,0,5,4,3,3,0,0,13,15,1214,1098,2,6,12,17,6,4,1,0,17,16,16,15,0,0,0,0,0,0,0,0,1,1,17,16,0,0,1,1,0,0,0,0
Sanders County,50,30,89,4,0,11371,5828,5543,5344,5121,17,7,283,225,9,25,0,3,175,162,5509,5276,36,30,428,349,28,44,7,12,5699,5419,5237,5032,17,7,269,203,9,23,0,2,167,152,5395,5178,35,28,407,322,27,39,7,9,129,124,107,89,0,0,14,22,0,2,0,1,8,10,114,98,1,2,21,27,1,5,0,3
Sandoval County,50,35,43,4,0,134215,65695,68520,52480,54391,1730,1564,8685,9339,913,1278,132,133,1755,1815,54075,56019,2248,2080,9589,10257,1427,1814,230,243,42104,43878,31031,32072,1413,1172,7740,8339,742,1096,81,81,1097,1118,32011,33064,1747,1508,8256,8859,1098,1466,151,152,23591,24642,21449,22319,317,392,945,1000,171,182,51,52,658,697,22064,22955,501,572,1333,1398,329,348,79,91
Sandusky County,50,39,143,4,0,60605,29878,30727,28109,29034,961,852,105,86,94,131,2,5,607,619,28687,29631,1365,1292,279,234,150,190,18,16,27123,27994,25576,26541,893,773,55,43,87,123,2,5,510,509,26063,27035,1233,1140,195,156,132,169,15,13,2755,2733,2533,2493,68,79,50,43,7,8,0,0,97,110,2624,2596,132,152,84,78,18,21,3,3
Sangamon County,50,17,167,4,0,198933,95588,103345,80261,86442,11342,12673,232,242,1650,1775,30,22,2073,2191,82205,88488,12748,14194,656,728,2087,2212,104,89,93685,101401,78717,84863,11188,12512,173,180,1637,1751,25,20,1945,2075,80541,86801,12522,13963,546,623,2056,2175,91,82,1903,1944,1544,1579,154,161,59,62,13,24,5,2,128,116,1664,1687,226,231,110,105,31,37,13,7
Sanilac County,50,26,151,4,0,42713,21160,21553,20640,21076,118,65,113,102,71,79,3,4,215,227,20849,21294,198,146,221,226,104,109,12,7,20366,20853,19920,20450,111,56,84,72,55,69,3,4,193,202,20108,20643,178,129,184,180,85,98,11,7,794,700,720,626,7,9,29,30,16,10,0,0,22,25,741,651,20,17,37,46,19,11,1,0
Sanpete County,50,49,39,4,0,28015,14691,13324,13766,12804,228,39,293,138,90,90,89,57,225,196,13933,12981,275,91,390,220,167,139,155,94,13141,12268,12489,11851,178,25,152,88,78,80,73,53,171,171,12604,12003,215,69,212,156,148,126,134,89,1550,1056,1277,953,50,14,141,50,12,10,16,4,54,25,1329,978,60,22,178,64,19,13,21,5
Santa Barbara County,50,6,83,4,0,426131,213512,212619,184520,183868,5671,4348,4847,4482,10948,12190,597,436,6929,7295,190820,190541,7289,6031,7557,7359,14242,15626,1215,1081,118314,122727,98959,103204,4194,3074,973,889,9595,10806,414,277,4179,4477,102716,107287,5241,4185,2122,2179,11934,13260,815,692,95198,89892,85561,80664,1477,1274,3874,3593,1353,1384,183,159,2750,2818,88104,83254,2048,1846,5435,5180,2308,2366,400,389
Santa Clara County,50,6,85,4,0,1814205,910510,903695,535555,518053,27104,25346,12569,12125,295313,308661,4393,4516,35576,34994,567346,549179,34185,32524,20644,20281,319182,331903,8215,8380,662577,663938,319452,310082,22572,20732,2038,2047,289187,302199,3195,3354,26133,25524,342718,332733,27722,25928,6261,6405,308086,320393,6018,6186,247933,239757,216103,207971,4532,4614,10531,10078,6126,6462,1198,1162,9443,9470,224628,216446,6463,6596,14383,13876,11096,11510,2197,2194
Santa Cruz County,100,10,110,8,0,312628,154655,157973,138495,141213,2221,1774,2678,2496,5924,6955,248,270,5089,5265,143168,146057,3325,2958,4647,4524,8365,9476,716,766,92447,94655,81602,82948,1499,1096,590,572,5141,6176,157,162,3458,3701,84765,86380,2271,1945,1590,1699,7046,8190,507,524,62208,63318,56893,58265,722,678,2088,1924,783,779,91,108,1631,1564,58403,59677,1054,1013,3057,2825,1319,1286,209,242
Santa Fe County,50,35,49,4,0,145395,70884,74511,64742,68314,887,620,2900,2870,827,1099,138,140,1390,1468,66017,69681,1165,914,3792,3827,1171,1462,209,207,33835,37575,30032,33662,650,375,1673,1714,709,945,33,37,738,842,30701,34447,806,554,2107,2235,925,1179,76,76,37049,36936,34710,34652,237,245,1227,1156,118,154,105,103,652,626,35316,35234,359,360,1685,1592,246,283,133,131
Santa Rosa County,50,12,113,4,0,155719,79368,76351,68854,67946,6384,3450,727,655,1099,1944,112,129,2192,2227,70881,70009,7114,4199,1494,1444,1980,2845,249,250,75608,72954,65692,65129,6159,3217,635,582,1044,1889,101,113,1977,2024,67525,67011,6805,3878,1302,1279,1868,2736,224,215,3760,3397,3162,2817,225,233,92,73,55,55,11,16,215,203,3356,2998,309,321,192,165,112,109,25,35
Sarasota County,50,12,115,4,0,381485,182080,199405,167592,183329,9026,9764,590,592,2307,3062,93,98,2472,2560,169869,185688,10228,10998,1375,1471,3031,3803,235,230,166093,184109,153041,169431,8370,9121,317,347,2216,2973,49,52,2100,2185,154977,171448,9365,10130,975,1080,2865,3646,163,158,15987,15296,14551,13898,656,643,273,245,91,89,44,46,372,375,14892,14240,863,868,400,391,166,157,72,72
Saratoga County,50,36,91,4,0,221165,108800,112365,102837,106540,1961,1577,213,215,1994,2319,27,29,1768,1685,104506,108132,2646,2274,682,657,2723,2993,83,82,105916,109579,100365,104172,1779,1423,163,159,1965,2293,20,22,1624,1510,101904,105613,2378,2017,565,525,2678,2948,72,64,2884,2786,2472,2368,182,154,50,56,29,26,7,7,144,175,2602,2519,268,257,117,132,45,45,11,18
Sargent County,50,38,81,4,0,3803,2026,1777,1981,1741,6,3,15,12,7,5,2,2,15,14,1996,1753,8,7,26,19,9,9,2,3,1988,1750,1949,1716,4,3,14,12,7,5,2,0,12,14,1961,1728,5,7,23,19,9,9,2,1,38,27,32,25,2,0,1,0,0,0,0,2,3,0,35,25,3,0,3,0,0,0,0,2
Sarpy County,50,31,153,4,0,162667,81050,81617,73036,73515,3768,3187,485,503,1462,2103,105,99,2194,2210,75050,75549,4793,4227,1084,1108,2293,2940,231,220,74583,75661,67410,68356,3535,2933,263,319,1393,2034,83,86,1899,1933,69154,70138,4443,3876,706,783,2155,2790,191,187,6467,5956,5626,5159,233,254,222,184,69,69,22,13,295,277,5896,5411,350,351,378,325,138,150,40,33
Sauk County,50,55,111,4,0,62412,31055,31357,29905,30164,244,175,433,456,134,214,8,5,331,343,30212,30493,382,322,579,606,213,283,20,19,29542,30115,28565,29081,214,141,345,371,119,204,8,5,291,313,28835,29380,339,275,465,506,189,269,20,19,1513,1242,1340,1083,30,34,88,85,15,10,0,0,40,30,1377,1113,43,47,114,100,24,14,0,0
Saunders County,50,31,155,4,0,20884,10581,10303,10370,10073,50,35,31,45,34,55,4,2,92,93,10449,10159,82,70,78,85,60,76,11,10,10340,10102,10150,9891,49,33,22,35,34,55,1,0,84,88,10223,9972,78,67,66,70,58,76,5,8,241,201,220,182,1,2,9,10,0,0,3,2,8,5,226,187,4,3,12,15,2,0,6,2
Sawyer County,50,55,113,4,0,16543,8389,8154,6675,6452,70,19,1359,1405,27,28,0,0,258,250,6923,6693,106,63,1567,1600,50,50,4,6,8224,8021,6583,6382,69,19,1292,1347,27,27,0,0,253,246,6826,6620,102,61,1497,1539,50,49,4,6,165,133,92,70,1,0,67,58,0,1,0,0,5,4,97,73,4,2,70,61,0,1,0,0
Schenectady County,50,36,93,4,0,154658,74945,79713,60565,65014,8311,8434,481,436,3043,3147,125,138,2420,2544,62692,67244,9805,10060,1021,1012,3822,3943,222,246,70365,75066,57485,62013,7348,7384,341,290,3002,3086,99,106,2090,2187,59317,63923,8593,8746,791,771,3741,3849,185,188,4580,4647,3080,3001,963,1050,140,146,41,61,26,32,330,357,3375,3321,1212,1314,230,241,81,94,37,58
Schleicher County,50,48,413,4,0,3302,1642,1660,1593,1597,23,22,9,8,1,5,0,0,16,28,1608,1622,28,35,19,17,3,13,0,1,848,890,820,857,18,17,3,0,1,5,0,0,6,11,825,866,21,25,6,3,2,7,0,0,794,770,773,740,5,5,6,8,0,0,0,0,10,17,783,756,7,10,13,14,1,6,0,1
Schley County,50,13,249,4,0,5018,2416,2602,1895,1916,477,644,1,3,23,20,0,0,20,19,1913,1935,487,656,12,8,25,22,0,1,2322,2512,1807,1838,475,638,0,2,22,18,0,0,18,16,1823,1854,484,647,10,7,24,20,0,1,94,90,88,78,2,6,1,1,1,2,0,0,2,3,90,81,3,9,2,1,1,2,0,0
Schoharie County,50,36,95,4,0,32658,16339,16319,15679,15753,289,191,48,34,109,127,4,5,210,209,15864,15940,385,290,143,127,158,173,10,12,15860,15865,15276,15364,254,161,31,27,107,127,2,1,190,185,15444,15529,338,248,116,110,154,169,8,8,479,454,403,389,35,30,17,7,2,0,2,4,20,24,420,411,47,42,27,17,4,4,2,4
Schoolcraft County,50,26,153,4,0,8482,4193,4289,3666,3738,8,7,362,399,6,7,0,0,151,138,3811,3871,43,38,474,506,16,15,2,0,4153,4256,3638,3716,8,7,357,394,6,7,0,0,144,132,3777,3843,38,37,466,496,16,14,2,0,40,33,28,22,0,0,5,5,0,0,0,0,7,6,34,28,5,1,8,10,0,1,0,0
Schuyler County,150,82,463,12,0,30354,15288,15066,14767,14692,303,121,38,34,37,64,4,1,139,154,14891,14832,359,200,103,94,67,92,9,8,15023,14884,14539,14542,286,110,33,31,34,60,4,1,127,140,14651,14668,337,185,92,84,62,85,9,8,265,182,228,150,17,11,5,3,3,4,0,0,12,14,240,164,22,15,11,10,5,7,0,0
Schuylkill County,50,42,107,4,0,147616,74968,72648,70157,70634,3501,803,181,122,350,432,22,18,757,639,70831,71227,3895,1163,424,312,537,573,69,48,72276,70996,67964,69253,3238,672,82,78,339,424,15,8,638,561,68553,69780,3580,980,267,236,494,553,42,35,2692,1652,2193,1381,263,131,99,44,11,8,7,10,119,78,2278,1447,315,183,157,76,43,20,27,13
Scioto County,50,39,145,4,0,79233,39000,40233,36476,38565,1516,627,227,196,133,164,4,6,644,675,37078,39213,1801,940,573,530,193,228,22,29,38507,39795,36068,38181,1485,616,203,179,131,163,4,6,616,650,36646,38805,1756,917,534,503,187,221,22,27,493,438,408,384,31,11,24,17,2,1,0,0,28,25,432,408,45,23,39,27,6,7,0,2
Scotland County,100,66,364,8,0,41165,20180,20985,10655,11116,6977,7226,2013,2095,146,161,8,5,381,382,10981,11449,7154,7386,2241,2339,194,204,28,20,19681,20586,10331,10888,6921,7153,1916,2008,144,160,6,2,363,375,10639,11215,7088,7309,2134,2249,192,202,25,17,499,399,324,228,56,73,97,87,2,1,2,3,18,7,342,234,66,77,107,90,2,2,3,3
Scott County,550,282,1767,44,0,505596,249217,256379,220038,225520,16594,17573,1345,1425,6349,6819,254,219,4637,4823,224381,230057,19162,20243,2836,2982,7377,7888,415,396,236557,245307,209134,216101,16016,16997,962,1068,6173,6666,130,132,4142,4343,213019,220205,18345,19431,2203,2368,7130,7655,267,284,12660,11072,10904,9419,578,576,383,357,176,153,124,87,495,480,11362,9852,817,812,633,614,247,233,148,112
Scotts Bluff County,50,31,157,4,0,36932,17871,19061,16782,18052,189,112,524,512,118,137,20,21,238,227,17002,18264,256,185,671,642,167,184,33,38,13838,15165,13178,14559,129,67,260,263,108,117,9,10,154,149,13320,14697,178,121,338,341,148,149,20,19,4033,3896,3604,3493,60,45,264,249,10,20,11,11,84,78,3682,3567,78,64,333,301,19,35,13,19
Screven County,50,13,251,4,0,14390,7048,7342,3934,4041,2977,3158,28,24,33,32,3,0,73,87,3998,4120,3015,3208,61,55,44,46,7,4,6940,7251,3871,3987,2954,3136,20,17,31,32,2,0,62,79,3926,4058,2983,3181,48,46,41,45,6,4,108,91,63,54,23,22,8,7,2,0,1,0,11,8,72,62,32,27,13,9,3,1,1,0
Scurry County,50,48,415,4,0,16878,9013,7865,8127,7385,630,234,96,73,53,50,5,2,102,121,8217,7500,683,311,130,108,75,63,10,6,5555,5031,4887,4692,560,203,32,18,30,36,3,0,43,82,4930,4770,585,257,44,40,36,44,3,3,3458,2834,3240,2693,70,31,64,55,23,14,2,2,59,39,3287,2730,98,54,86,68,39,19,7,3
Searcy County,50,5,129,4,0,8069,4024,4045,3874,3881,12,10,49,55,5,9,2,0,82,90,3952,3966,25,28,114,126,11,16,5,0,3950,3991,3812,3841,6,5,45,54,5,8,1,0,81,83,3889,3919,18,23,110,120,11,13,4,0,74,54,62,40,6,5,4,1,0,1,1,0,1,7,63,47,7,5,4,6,0,3,1,0
Sebastian County,50,5,131,4,0,126916,62252,64664,51990,54062,4138,4245,1450,1349,2623,2834,127,128,1924,2046,53793,55977,4831,4980,2483,2496,2973,3190,201,207,53865,56883,44592,47243,3942,4049,1135,1055,2520,2718,50,42,1626,1776,46117,48915,4553,4703,1977,2017,2812,3022,104,96,8387,7781,7398,6819,196,196,315,294,103,116,77,86,298,270,7676,7062,278,277,506,479,161,168,97,111
Sedgwick County,100,28,288,8,0,503415,248690,254725,202997,207070,23282,24342,3435,3483,10423,10709,288,225,8265,8896,210536,215217,27459,28870,6898,7227,12262,12661,517,489,214628,222236,173069,178796,22064,23076,2162,2228,10105,10410,217,150,7011,7576,179501,185756,25658,26952,4908,5260,11716,12135,396,356,34062,32489,29928,28274,1218,1266,1273,1255,318,299,71,75,1254,1320,31035,29461,1801,1918,1990,1967,546,526,121,133
Seminole County,150,65,503,12,0,461295,223419,237876,180696,190947,25725,28523,3189,3267,7909,8994,230,246,5670,5899,185807,196259,28466,31473,5240,5365,9660,10831,500,508,186229,197782,147734,155317,23455,26012,2708,2813,7670,8747,125,152,4537,4741,151776,159537,25530,28244,4362,4521,9157,10312,331,349,37190,40094,32962,35630,2270,2511,481,454,239,247,105,94,1133,1158,34031,36722,2936,3229,878,844,503,519,169,159
Seneca County,100,75,246,8,0,91791,46781,45010,43241,43136,2358,776,151,106,297,317,8,11,726,664,43919,43768,2818,1219,370,288,388,393,27,33,44746,43510,41534,41826,2160,693,125,87,283,315,5,3,639,586,42132,42386,2565,1082,313,248,361,378,23,24,2035,1500,1707,1310,198,83,26,19,14,2,3,8,87,78,1787,1382,253,137,57,40,27,15,4,9
Sequatchie County,50,47,153,4,0,14280,7038,7242,6837,7082,53,27,40,31,16,28,3,2,89,72,6923,7148,83,61,89,68,32,37,5,2,6759,7042,6593,6904,40,20,26,22,14,28,2,2,84,66,6675,6964,67,52,73,55,28,37,3,2,279,200,244,178,13,7,14,9,2,0,1,0,5,6,248,184,16,9,16,13,4,0,2,0
Sequoyah County,50,40,135,4,0,42021,20780,21241,13957,14345,414,369,4403,4437,95,125,15,12,1896,1953,15800,16248,559,517,6168,6254,157,183,33,33,19956,20559,13407,13925,397,352,4253,4297,85,118,6,3,1808,1864,15165,15742,529,485,5938,6036,144,174,23,24,824,682,550,420,17,17,150,140,10,7,9,9,88,89,635,506,30,32,230,218,13,9,10,9
Sevier County,150,101,329,12,0,129372,64010,65362,61005,62371,914,870,646,662,521,580,44,39,880,840,61822,63159,1195,1146,1128,1113,682,722,81,80,57902,60175,55457,57675,795,752,396,438,490,549,27,28,737,733,56138,58359,1029,994,790,825,634,684,58,63,6108,5187,5548,4696,119,118,250,224,31,31,17,11,143,107,5684,4800,166,152,338,288,48,38,23,17
Seward County,100,51,334,8,0,39936,20416,19520,19029,18213,530,445,176,190,357,378,31,13,293,281,19296,18476,658,568,315,334,407,420,45,24,13238,13113,12169,12098,431,360,54,75,342,359,22,9,220,212,12367,12296,531,460,148,170,385,395,34,17,7178,6407,6860,6115,99,85,122,115,15,19,9,4,73,69,6929,6180,127,108,167,164,22,25,11,7
Shackelford County,50,48,417,4,0,3342,1616,1726,1556,1668,22,21,12,6,0,8,1,1,25,22,1580,1689,30,34,24,16,5,8,2,1,1433,1563,1392,1522,13,9,5,2,0,8,1,1,22,21,1414,1542,20,22,15,11,4,8,2,1,183,163,164,146,9,12,7,4,0,0,0,0,3,1,166,147,10,12,9,5,1,0,0,0
Shannon County,50,29,203,4,0,8423,4196,4227,4037,4057,18,12,45,41,5,10,0,1,91,106,4124,4159,39,42,109,112,15,19,2,3,4123,4145,3980,3981,8,12,44,40,5,10,0,1,86,101,4062,4080,27,39,106,108,14,18,2,3,73,82,57,76,10,0,1,1,0,0,0,0,5,5,62,79,12,3,3,4,1,1,0,0
